Year,Month,Data source,PortRoute,Region,ArriveDepart,UnSamp_Total
2017,1,Unsampled,181,1,1,158
2017,1,Unsampled,181,1,1,456
2017,1,Unsampled,181,1,1,889
2017,1,Unsampled,181,1,1,574
2017,1,Unsampled,181,1,1,291
2017,1,Unsampled,181,1,1,1964
2017,1,Unsampled,181,1,1,163
2017,1,Unsampled,181,1,1,1426
2017,1,Unsampled,181,1,1,306
2017,1,Unsampled,181,1,1,429
2017,1,Unsampled,181,1,1,465
2017,1,Unsampled,181,1,1,788
2017,1,Unsampled,181,8,1,1504
2017,1,Unsampled,181,10,1,270
2017,1,Unsampled,181,1,1,2038
2017,1,Unsampled,181,10,1,996
2017,1,Unsampled,181,10,1,163
2017,1,Unsampled,181,10,1,0
2017,1,Unsampled,181,4,1,330
2017,1,Unsampled,181,4,1,156
2017,1,Unsampled,181,4,1,935
2017,1,Unsampled,181,2,1,207
2017,1,Unsampled,181,2,1,246
2017,1,Unsampled,181,2,1,1749
2017,1,Unsampled,181,7,1,8389
2017,1,Unsampled,181,7,1,290
2017,1,Unsampled,181,7,1,0
2017,1,Unsampled,181,9,1,396
2017,1,Unsampled,181,6,1,4520
2017,1,Unsampled,181,7,1,424
2017,1,Unsampled,181,7,1,1438
2017,1,Unsampled,181,7,1,431
2017,1,Unsampled,201,1,1,174
2017,1,Unsampled,201,1,1,626
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,154
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,517
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,1975
2017,1,Unsampled,201,1,1,2991
2017,1,Unsampled,201,1,1,3963
2017,1,Unsampled,201,1,1,2951
2017,1,Unsampled,201,1,1,127
2017,1,Unsampled,201,1,1,81
2017,1,Unsampled,201,1,1,5074
2017,1,Unsampled,201,1,1,1698
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,4305
2017,1,Unsampled,201,1,1,3580
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,3475
2017,1,Unsampled,201,1,1,2767
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,287
2017,1,Unsampled,201,1,1,4099
2017,1,Unsampled,201,1,1,285
2017,1,Unsampled,201,9,1,0
2017,1,Unsampled,201,9,1,1463
2017,1,Unsampled,201,9,1,352
2017,1,Unsampled,201,9,1,336
2017,1,Unsampled,201,9,1,3285
2017,1,Unsampled,201,9,1,0
2017,1,Unsampled,201,9,1,0
2017,1,Unsampled,201,9,1,580
2017,1,Unsampled,201,9,1,1896
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,9,1,665
2017,1,Unsampled,201,9,1,154
2017,1,Unsampled,201,9,1,2736
2017,1,Unsampled,201,9,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,9,1,926
2017,1,Unsampled,201,9,1,124
2017,1,Unsampled,201,9,1,0
2017,1,Unsampled,201,9,1,2195
2017,1,Unsampled,201,9,1,5400
2017,1,Unsampled,201,9,1,895
2017,1,Unsampled,201,1,1,168
2017,1,Unsampled,201,1,1,4837
2017,1,Unsampled,201,1,1,303
2017,1,Unsampled,201,1,1,3497
2017,1,Unsampled,201,1,1,136
2017,1,Unsampled,201,1,1,191
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,5063
2017,1,Unsampled,201,1,1,157
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,4952
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,375
2017,1,Unsampled,201,1,1,352
2017,1,Unsampled,201,1,1,521
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,1172
2017,1,Unsampled,201,1,1,366
2017,1,Unsampled,201,1,1,185
2017,1,Unsampled,201,1,1,5879
2017,1,Unsampled,201,1,1,1859
2017,1,Unsampled,201,1,1,742
2017,1,Unsampled,201,1,1,5831
2017,1,Unsampled,201,1,1,374
2017,1,Unsampled,201,1,1,184
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,5366
2017,1,Unsampled,201,1,1,2911
2017,1,Unsampled,201,1,1,2275
2017,1,Unsampled,201,1,1,2264
2017,1,Unsampled,201,1,1,369
2017,1,Unsampled,201,1,1,188
2017,1,Unsampled,201,1,1,183
2017,1,Unsampled,201,1,1,5086
2017,1,Unsampled,201,1,1,508
2017,1,Unsampled,201,1,1,164
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,5648
2017,1,Unsampled,201,1,1,2171
2017,1,Unsampled,201,8,1,372
2017,1,Unsampled,201,8,1,4301
2017,1,Unsampled,201,10,1,0
2017,1,Unsampled,201,10,1,3968
2017,1,Unsampled,201,1,1,5822
2017,1,Unsampled,201,1,1,0
2017,1,Unsampled,201,1,1,549
2017,1,Unsampled,201,1,1,185
2017,1,Unsampled,201,1,1,364
2017,1,Unsampled,201,10,1,137
2017,1,Unsampled,201,10,1,960
2017,1,Unsampled,201,10,1,2474
2017,1,Unsampled,201,4,1,365
2017,1,Unsampled,201,4,1,2250
2017,1,Unsampled,201,4,1,1535
2017,1,Unsampled,201,4,1,135
2017,1,Unsampled,241,1,1,1542
2017,1,Unsampled,241,1,1,598
2017,1,Unsampled,241,1,1,157
2017,1,Unsampled,241,1,1,759
2017,1,Unsampled,241,1,1,2319
2017,1,Unsampled,241,1,1,90
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,1,1,1451
2017,1,Unsampled,241,1,1,157
2017,1,Unsampled,241,1,1,859
2017,1,Unsampled,241,1,1,819
2017,1,Unsampled,241,1,1,152
2017,1,Unsampled,241,1,1,766
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,1,1,5392
2017,1,Unsampled,241,1,1,673
2017,1,Unsampled,241,9,1,1871
2017,1,Unsampled,241,9,1,0
2017,1,Unsampled,241,9,1,1822
2017,1,Unsampled,241,9,1,3313
2017,1,Unsampled,241,9,1,1023
2017,1,Unsampled,241,9,1,0
2017,1,Unsampled,241,9,1,1402
2017,1,Unsampled,241,9,1,0
2017,1,Unsampled,241,9,1,1705
2017,1,Unsampled,241,9,1,3658
2017,1,Unsampled,241,9,1,0
2017,1,Unsampled,241,9,1,0
2017,1,Unsampled,241,9,1,0
2017,1,Unsampled,241,1,1,152
2017,1,Unsampled,241,1,1,182
2017,1,Unsampled,241,1,1,353
2017,1,Unsampled,241,1,1,2452
2017,1,Unsampled,241,1,1,2758
2017,1,Unsampled,241,1,1,816
2017,1,Unsampled,241,1,1,859
2017,1,Unsampled,241,1,1,3675
2017,1,Unsampled,241,1,1,86
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,1,1,185
2017,1,Unsampled,241,1,1,350
2017,1,Unsampled,241,1,1,166
2017,1,Unsampled,241,1,1,2595
2017,1,Unsampled,241,1,1,678
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,1,1,394
2017,1,Unsampled,241,1,1,655
2017,1,Unsampled,241,1,1,176
2017,1,Unsampled,241,1,1,178
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,1,1,2345
2017,1,Unsampled,241,1,1,341
2017,1,Unsampled,241,1,1,1431
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,1,1,502
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,1,1,0
2017,1,Unsampled,241,10,1,184
2017,1,Unsampled,241,1,1,711
2017,1,Unsampled,241,1,1,1460
2017,1,Unsampled,241,1,1,171
2017,1,Unsampled,241,1,1,1089
2017,1,Unsampled,241,10,1,0
2017,1,Unsampled,241,10,1,0
2017,1,Unsampled,241,4,1,146
2017,1,Unsampled,241,4,1,1749
2017,1,Unsampled,241,7,1,3983
2017,1,Unsampled,241,7,1,203
2017,1,Unsampled,241,9,1,307
2017,1,Unsampled,211,4,1,1917
2017,1,Unsampled,211,1,1,0
2017,1,Unsampled,211,1,1,829
2017,1,Unsampled,211,1,1,0
2017,1,Unsampled,211,1,1,1454
2017,1,Unsampled,211,1,1,3564
2017,1,Unsampled,211,1,1,4259
2017,1,Unsampled,211,1,1,986
2017,1,Unsampled,211,1,1,0
2017,1,Unsampled,211,1,1,4109
2017,1,Unsampled,211,1,1,0
2017,1,Unsampled,211,1,1,1228
2017,1,Unsampled,211,1,1,0
2017,1,Unsampled,211,1,1,876
2017,1,Unsampled,211,9,1,157
2017,1,Unsampled,211,1,1,0
2017,1,Unsampled,211,9,1,515
2017,1,Unsampled,211,9,1,952
2017,1,Unsampled,211,9,1,1457
2017,1,Unsampled,211,9,1,1026
2017,1,Unsampled,211,9,1,1170
2017,1,Unsampled,211,9,1,1623
2017,1,Unsampled,211,9,1,0
2017,1,Unsampled,211,9,1,135
2017,1,Unsampled,211,9,1,1253
2017,1,Unsampled,211,4,1,1276
2017,1,Unsampled,211,1,1,592
2017,1,Unsampled,211,1,1,170
2017,1,Unsampled,211,1,1,2515
2017,1,Unsampled,211,1,1,1909
2017,1,Unsampled,211,1,1,2702
2017,1,Unsampled,211,1,1,1071
2017,1,Unsampled,211,8,1,0
2017,1,Unsampled,211,8,1,0
2017,1,Unsampled,211,10,1,202
2017,1,Unsampled,211,10,1,2497
2017,1,Unsampled,211,10,1,149
2017,1,Unsampled,211,4,1,1583
2017,1,Unsampled,211,4,1,2590
2017,1,Unsampled,211,2,1,211
2017,1,Unsampled,211,2,1,0
2017,1,Unsampled,211,7,1,2191
2017,1,Unsampled,211,7,1,640
2017,1,Unsampled,211,7,1,1423
2017,1,Unsampled,211,7,1,1552
2017,1,Unsampled,211,7,1,0
2017,1,Unsampled,211,7,1,365
2017,1,Unsampled,221,3,1,1123
2017,1,Unsampled,221,1,1,0
2017,1,Unsampled,221,1,1,453
2017,1,Unsampled,221,1,1,137
2017,1,Unsampled,221,1,1,0
2017,1,Unsampled,221,1,1,0
2017,1,Unsampled,221,1,1,0
2017,1,Unsampled,221,9,1,3135
2017,1,Unsampled,221,9,1,0
2017,1,Unsampled,221,9,1,1703
2017,1,Unsampled,221,9,1,184
2017,1,Unsampled,221,9,1,444
2017,1,Unsampled,221,9,1,2360
2017,1,Unsampled,221,9,1,2928
2017,1,Unsampled,221,9,1,2472
2017,1,Unsampled,221,9,1,4978
2017,1,Unsampled,221,9,1,656
2017,1,Unsampled,221,9,1,1226
2017,1,Unsampled,221,9,1,880
2017,1,Unsampled,221,4,1,1900
2017,1,Unsampled,221,4,1,2415
2017,1,Unsampled,221,1,1,1706
2017,1,Unsampled,221,1,1,0
2017,1,Unsampled,221,1,1,0
2017,1,Unsampled,221,1,1,0
2017,1,Unsampled,221,1,1,767
2017,1,Unsampled,221,10,1,613
2017,1,Unsampled,221,10,1,235
2017,1,Unsampled,221,4,1,186
2017,1,Unsampled,221,4,1,921
2017,1,Unsampled,221,4,1,1524
2017,1,Unsampled,221,7,1,592
2017,1,Unsampled,221,7,1,1892
2017,1,Unsampled,221,7,1,1479
2017,1,Unsampled,221,7,1,1777
2017,1,Unsampled,221,7,1,805
2017,1,Unsampled,221,7,1,4911
2017,1,Unsampled,221,7,1,0
2017,1,Unsampled,221,3,1,3715
2017,1,Unsampled,221,9,1,2210
2017,1,Unsampled,221,6,1,4362
2017,1,Unsampled,231,1,1,643
2017,1,Unsampled,231,1,1,0
2017,1,Unsampled,231,1,1,848
2017,1,Unsampled,231,1,1,0
2017,1,Unsampled,231,1,1,4092
2017,1,Unsampled,231,1,1,4100
2017,1,Unsampled,231,1,1,74
2017,1,Unsampled,231,1,1,60
2017,1,Unsampled,231,1,1,0
2017,1,Unsampled,231,1,1,296
2017,1,Unsampled,231,1,1,0
2017,1,Unsampled,231,1,1,79
2017,1,Unsampled,231,1,1,179
2017,1,Unsampled,231,1,1,616
2017,1,Unsampled,231,1,1,1724
2017,1,Unsampled,231,9,1,4538
2017,1,Unsampled,231,9,1,643
2017,1,Unsampled,231,9,1,1433
2017,1,Unsampled,231,9,1,2613
2017,1,Unsampled,231,9,1,886
2017,1,Unsampled,231,9,1,1517
2017,1,Unsampled,231,9,1,0
2017,1,Unsampled,231,9,1,0
2017,1,Unsampled,231,9,1,5374
2017,1,Unsampled,231,9,1,183
2017,1,Unsampled,231,9,1,363
2017,1,Unsampled,231,1,1,1600
2017,1,Unsampled,231,1,1,0
2017,1,Unsampled,231,1,1,810
2017,1,Unsampled,231,1,1,180
2017,1,Unsampled,231,1,1,182
2017,1,Unsampled,231,1,1,868
2017,1,Unsampled,231,1,1,0
2017,1,Unsampled,231,1,1,898
2017,1,Unsampled,231,1,1,364
2017,1,Unsampled,231,1,1,710
2017,2,Unsampled,121,2,1,177
2017,2,Unsampled,121,3,1,1128
2017,2,Unsampled,121,1,1,16
2017,2,Unsampled,121,1,1,2465
2017,2,Unsampled,121,1,1,1719
2017,2,Unsampled,121,1,1,295
2017,2,Unsampled,121,1,1,54
2017,2,Unsampled,121,1,1,333
2017,2,Unsampled,121,1,1,358
2017,2,Unsampled,121,9,1,3100
2017,2,Unsampled,121,1,1,906
2017,2,Unsampled,121,1,1,422
2017,2,Unsampled,121,1,1,925
2017,2,Unsampled,121,10,1,2615
2017,2,Unsampled,121,4,1,50
2017,2,Unsampled,121,2,1,237
2017,2,Unsampled,121,2,1,0
2017,2,Unsampled,121,2,1,65
2017,2,Unsampled,121,7,1,0
2017,2,Unsampled,121,3,1,0
2017,2,Unsampled,121,3,1,0
2017,2,Unsampled,131,4,1,1570
2017,2,Unsampled,131,4,1,3688
2017,2,Unsampled,131,4,1,1491
2017,2,Unsampled,131,4,1,0
2017,2,Unsampled,131,1,1,83
2017,2,Unsampled,131,1,1,0
2017,2,Unsampled,131,9,1,666
2017,2,Unsampled,131,9,1,83
2017,2,Unsampled,131,9,1,645
2017,2,Unsampled,131,1,1,106
2017,2,Unsampled,131,1,1,0
2017,2,Unsampled,131,2,1,1522
2017,2,Unsampled,131,2,1,914
2017,2,Unsampled,131,7,1,335
2017,2,Unsampled,131,9,1,148
2017,2,Unsampled,131,6,1,7431
2017,2,Unsampled,141,3,1,334
2017,2,Unsampled,141,3,1,0
2017,2,Unsampled,141,3,1,3524
2017,2,Unsampled,141,4,1,0
2017,2,Unsampled,141,1,1,0
2017,2,Unsampled,141,1,1,145
2017,2,Unsampled,141,1,1,0
2017,2,Unsampled,141,1,1,3036
2017,2,Unsampled,141,1,1,100
2017,2,Unsampled,141,7,1,227
2017,2,Unsampled,141,7,1,210
2017,2,Unsampled,141,7,1,121
2017,2,Unsampled,141,7,1,1605
2017,2,Unsampled,151,4,1,3902
2017,2,Unsampled,151,3,1,0
2017,2,Unsampled,151,3,1,6632
2017,2,Unsampled,151,3,1,2653
2017,2,Unsampled,151,4,1,3334
2017,2,Unsampled,151,4,1,0
2017,2,Unsampled,151,1,1,455
2017,2,Unsampled,151,1,1,0
2017,2,Unsampled,151,1,1,31
2017,2,Unsampled,151,1,1,0
2017,2,Unsampled,151,1,1,0
2017,2,Unsampled,151,1,1,1825
2017,2,Unsampled,151,1,1,0
2017,2,Unsampled,151,1,1,286
2017,2,Unsampled,151,1,1,52
2017,2,Unsampled,151,1,1,0
2017,2,Unsampled,151,1,1,111
2017,2,Unsampled,151,1,1,1187
2017,2,Unsampled,151,1,1,64
2017,2,Unsampled,151,1,1,236
2017,2,Unsampled,151,1,1,0
2017,2,Unsampled,151,1,1,613
2017,2,Unsampled,151,1,1,1562
2017,2,Unsampled,151,1,1,77
2017,2,Unsampled,151,1,1,267
2017,2,Unsampled,151,9,1,2172
2017,2,Unsampled,151,1,1,0
2017,2,Unsampled,151,1,1,1623
2017,2,Unsampled,151,1,1,421
2017,2,Unsampled,151,1,1,1035
2017,2,Unsampled,151,1,1,969
2017,2,Unsampled,151,1,1,0
2017,2,Unsampled,151,8,1,277
2017,2,Unsampled,151,10,1,0
2017,2,Unsampled,151,10,1,2806
2017,2,Unsampled,151,2,1,2685
2017,2,Unsampled,151,7,1,0
2017,2,Unsampled,151,7,1,0
2017,2,Unsampled,151,7,1,0
2017,2,Unsampled,151,7,1,0
2017,2,Unsampled,151,7,1,1666
2017,2,Unsampled,151,7,1,0
2017,2,Unsampled,151,7,1,161
2017,2,Unsampled,151,3,1,0
2017,2,Unsampled,151,6,1,10884
2017,2,Unsampled,191,2,1,183
2017,2,Unsampled,191,1,1,2965
2017,2,Unsampled,191,1,1,0
2017,2,Unsampled,191,1,1,0
2017,2,Unsampled,191,1,1,332
2017,2,Unsampled,191,1,1,179
2017,2,Unsampled,191,1,1,3196
2017,2,Unsampled,191,1,1,646
2017,2,Unsampled,191,1,1,1123
2017,2,Unsampled,191,1,1,1587
2017,2,Unsampled,191,1,1,0
2017,2,Unsampled,191,1,1,3466
2017,2,Unsampled,191,1,1,3280
2017,2,Unsampled,191,1,1,217
2017,2,Unsampled,191,1,1,3281
2017,2,Unsampled,191,1,1,298
2017,2,Unsampled,191,1,1,0
2017,2,Unsampled,191,1,1,0
2017,2,Unsampled,191,1,1,0
2017,2,Unsampled,191,1,1,4194
2017,2,Unsampled,191,9,1,2611
2017,2,Unsampled,191,9,1,3751
2017,2,Unsampled,191,9,1,0
2017,2,Unsampled,191,9,1,578
2017,2,Unsampled,191,9,1,3146
2017,2,Unsampled,191,9,1,0
2017,2,Unsampled,191,9,1,5084
2017,2,Unsampled,191,9,1,1734
2017,2,Unsampled,191,9,1,2415
2017,2,Unsampled,191,9,1,1497
2017,2,Unsampled,191,9,1,4525
2017,2,Unsampled,191,9,1,5765
2017,2,Unsampled,191,9,1,709
2017,2,Unsampled,191,9,1,4136
2017,2,Unsampled,191,9,1,661
2017,2,Unsampled,191,9,1,3677
2017,2,Unsampled,191,9,1,1470
2017,2,Unsampled,191,4,1,2469
2017,2,Unsampled,191,4,1,851
2017,2,Unsampled,191,1,1,786
2017,2,Unsampled,191,1,1,148
2017,2,Unsampled,191,1,1,0
2017,2,Unsampled,191,1,1,0
2017,2,Unsampled,191,1,1,3261
2017,2,Unsampled,191,1,1,2511
2017,2,Unsampled,191,1,1,0
2017,2,Unsampled,191,1,1,815
2017,2,Unsampled,191,1,1,4925
2017,2,Unsampled,191,1,1,1657
2017,2,Unsampled,191,1,1,211
2017,2,Unsampled,191,1,1,3686
2017,2,Unsampled,191,1,1,979
2017,2,Unsampled,191,1,1,2342
2017,2,Unsampled,191,8,1,3452
2017,2,Unsampled,191,8,1,302
2017,2,Unsampled,191,10,1,3411
2017,2,Unsampled,191,10,1,581
2017,2,Unsampled,191,10,1,571
2017,2,Unsampled,191,4,1,4101
2017,2,Unsampled,191,4,1,683
2017,2,Unsampled,191,4,1,2045
