,SHIFT_PORT_GRP_PV,ARRIVEDEPART,WEEKDAY_END_PV,AM_PM_NIGHT_PV,MIGSI,POSS_SHIFT_CROSS,SAMP_SHIFT_CROSS,MIN_SH_WT,MEAN_SH_WT,MAX_SH_WT,COUNT_RESPS,SUM_SH_WT
169,811,2,1.0,3.0,10.0,320.0,7.0,457.142857143,457.142857143,457.142857143,59.0,26971.4285714
170,811,2,2.0,1.0,10.0,1361.0,39.0,348.974358974,348.974358974,348.974358974,491.0,171346.410256
171,811,2,2.0,3.0,10.0,257.0,6.0,428.333333333,428.333333333,428.333333333,61.0,26128.3333333
89,811,2,,,,,,259.344262295,457.142857143,,1102.0,351784.204948
172,812,1,1.0,1.0,1.0,3046.0,2.0,1523.0,1523.0,1523.0,7.0,10661.0
173,812,1,1.0,1.0,2.0,3046.0,2.0,3046.0,3046.0,3046.0,8.0,24368.0
174,812,1,1.0,2.0,1.0,3516.0,3.0,1172.0,1172.0,1172.0,10.0,11720.0
175,812,1,1.0,2.0,3.0,3516.0,3.0,3516.0,3516.0,3516.0,20.0,70320.0
176,812,1,1.0,3.0,1.0,2985.0,1.0,2985.0,2985.0,2985.0,12.0,35820.0
90,812,1,,,,,,1172.0,3516.0,,57.0,152889.0
177,812,2,1.0,1.0,1.0,3095.0,2.0,1547.5,1547.5,1547.5,11.0,17022.5
178,812,2,1.0,2.0,1.0,3472.0,4.0,868.0,868.0,868.0,20.0,17360.0
179,812,2,1.0,2.0,2.0,3472.0,4.0,1736.0,1736.0,1736.0,10.0,17360.0
180,812,2,1.0,2.0,3.0,3472.0,4.0,2604.0,2604.0,2604.0,10.0,26040.0
348,812,2,1.0,3.0,,2934.0,0.0,,,,,
91,812,2,,,,,,868.0,2604.0,,51.0,77782.5
181,911,1,1.0,1.0,5.0,180.0,23.0,35.0,35.0,35.0,106.0,3710.0
182,911,1,1.0,1.0,10.0,180.0,23.0,70.0,70.0,70.0,380.0,26600.0
183,911,1,1.0,1.0,33.0,180.0,23.0,231.0,231.0,231.0,572.0,132132.0
92,911,1,,,,,23.0,35.0,231.0,,1058.0,162442.0
184,911,2,1.0,1.0,10.0,180.0,13.0,130.0,130.0,130.0,680.0,88400.0
93,911,2,,,,,13.0,130.0,130.0,,680.0,88400.0
349,913,1,1.0,1.0,,180.0,0.0,,,,,
350,913,2,1.0,1.0,,180.0,0.0,,,,,
351,LHR Mig Tr,1,1.0,1.0,,130.0,0.0,,,,,
352,LHR Mig Tr,1,2.0,1.0,,50.0,0.0,,,,,
353,LHR Mig Tr,2,1.0,1.0,,130.0,0.0,,,,,
354,LHR Mig Tr,2,2.0,1.0,,50.0,0.0,,,,,
185,LHR Transi,1,1.0,1.0,10.0,130.0,12.0,100.0,100.0,100.0,11.0,1100.0
186,LHR Transi,1,1.0,1.0,20.0,130.0,12.0,200.0,200.0,200.0,124.0,24800.0
187,LHR Transi,1,2.0,1.0,10.0,50.0,3.0,160.0,160.0,160.0,3.0,480.0
188,LHR Transi,1,2.0,1.0,20.0,50.0,3.0,320.0,320.0,320.0,16.0,5120.0
94,LHR Transi,1,,,,,15.0,100.0,320.0,,154.0,31500.0
189,LHR Transi,2,1.0,1.0,10.0,130.0,6.0,210.0,210.0,210.0,228.0,47880.0
190,LHR Transi,2,2.0,1.0,10.0,50.0,3.0,160.0,160.0,160.0,112.0,17920.0
95,LHR Transi,2,,,,,9.0,160.0,210.0,,340.0,65800.0
