,SERIAL,SPEND,SPENDIMPREASON,FARE,FAREK
642,4.1022885602e+11,615.0,,50.0,5.0
643,4.10238310001e+11,,,55.0,5.0
644,4.10238310002e+11,635.0,,56.0,1.0
645,4.10238310003e+11,,,34.0,1.0
646,4.10238310007e+11,,,74.0,5.0
647,4.10238310008e+11,,,54.0,2.0
648,4.1023831001e+11,,,37.0,3.0
649,4.10238310016e+11,415.0,,33.0,1.0
650,4.10238310017e+11,415.0,,50.0,5.0
651,4.10238310018e+11,,,50.0,5.0
652,4.10238310019e+11,,,54.0,2.0
653,4.1023831002e+11,,,,
654,4.10238310021e+11,,,55.0,5.0
655,4.10238310028e+11,0.0,,55.0,3.0
656,4.10238310029e+11,,,35.0,3.0
657,4.1023831003e+11,,,50.0,4.0
658,4.10238310035e+11,,,,
659,4.10238310036e+11,,,32.0,0.0
660,4.10238801001e+11,215.0,,48.0,0.0
661,4.10238801002e+11,115.0,,63.0,1.0
662,4.10238801003e+11,615.0,,34.0,1.0
663,4.10238801009e+11,1015.0,,55.0,5.0
664,4.1023880101e+11,,,34.0,1.0
665,4.10238801011e+11,,,56.0,1.0
666,4.10238801013e+11,0.0,,,
667,4.10238801016e+11,,,50.0,5.0
668,4.10238801018e+11,62.0,,33.0,1.0
669,4.10238801022e+11,,,54.0,2.0
670,4.10238801023e+11,,,50.0,5.0
671,4.10238801024e+11,367.0,,50.0,5.0
672,4.10238801027e+11,,,,
673,4.10238801029e+11,315.0,,33.0,1.0
674,4.1023880103e+11,,,,
675,4.10238801032e+11,415.0,,33.0,1.0
676,4.10238801033e+11,,,32.0,0.0
677,4.10238840004e+11,415.0,,149.0,7.0
678,4.10238840005e+11,,,56.0,1.0
679,4.10238840011e+11,,,,
680,4.10238840012e+11,,,54.0,2.0
681,4.10238840013e+11,495.0,,32.0,0.0
682,4.10238840016e+11,,,41.0,3.0
683,4.10238840017e+11,,,,
684,4.10238840018e+11,815.0,,33.0,1.0
685,4.10238840022e+11,,,,
686,4.10238840024e+11,,,50.0,5.0
687,4.10238840025e+11,,,54.0,2.0
688,4.10238840029e+11,215.0,,37.0,3.0
689,4.1023884003e+11,,,65.0,3.0
690,4.10238840032e+11,,,32.0,0.0
691,4.10238840033e+11,415.0,,74.0,3.0
692,4.10238840034e+11,,,,
693,4.10238840037e+11,,,32.0,0.0
694,4.10238840039e+11,417.0,,32.0,0.0
695,4.10238841002e+11,315.0,,32.0,0.0
696,4.10238841003e+11,18.0,,33.0,1.0
697,4.1023884101e+11,,,,
698,4.10238841011e+11,,,32.0,0.0
699,4.10238841012e+11,,,54.0,2.0
700,4.10238841013e+11,,,34.0,1.0
701,4.10238841014e+11,,,66.0,5.0
702,4.10238841016e+11,,,54.0,2.0
703,4.10238841019e+11,,,37.0,3.0
704,4.10238841021e+11,,,55.0,2.0
705,4.10238841022e+11,0.0,,55.0,5.0
706,4.10238841025e+11,815.0,,33.0,1.0
707,4.10238841026e+11,,,55.0,2.0
708,4.10238841028e+11,,,,
709,4.10238841031e+11,,,35.0,3.0
710,4.10238841032e+11,315.0,,69.0,7.0
711,4.10238841036e+11,,,,
712,4.10238841038e+11,,,,
713,4.1023884104e+11,115.0,,32.0,0.0
714,4.10238841048e+11,,,74.0,3.0
715,4.10238841049e+11,907.0,,32.0,0.0
716,4.1023884105e+11,,,55.0,3.0
717,4.10238856002e+11,90.0,,12.0,2.0
718,4.10238856008e+11,,,35.0,3.0
719,4.10238856009e+11,0.0,,37.0,3.0
720,4.10238856015e+11,,,66.0,5.0
721,4.10238856017e+11,65.0,,37.0,3.0
722,4.10238856019e+11,,,41.0,3.0
723,4.1023885602e+11,,,,
724,4.10238856022e+11,,,32.0,0.0
725,4.10238856026e+11,77.0,,103.0,5.0
726,4.10238856027e+11,715.0,,50.0,5.0
727,4.10238856028e+11,,,,
728,4.10238856032e+11,,,,
729,4.10238856034e+11,,,54.0,2.0
730,4.10238856039e+11,365.0,,50.0,4.0
731,4.10238856046e+11,,,35.0,3.0
732,4.10238856047e+11,215.0,,32.0,0.0
733,4.10238856048e+11,415.0,,74.0,3.0
734,4.10248310001e+11,,,48.0,0.0
735,4.10248310002e+11,,,,
736,4.10248310008e+11,,,,
737,4.1024831001e+11,,,34.0,1.0
738,4.10248310012e+11,,,56.0,1.0
739,4.10248310016e+11,,,,
740,4.10248310017e+11,,,50.0,5.0
741,4.10248310018e+11,1415.0,,103.0,5.0
742,4.10248310019e+11,,,,
743,4.1024831002e+11,,,63.0,1.0
744,4.10248310021e+11,,,50.0,5.0
745,4.10248310025e+11,,,33.0,1.0
746,4.10248310026e+11,,,65.0,3.0
747,4.1024831003e+11,,,,
748,4.10248310031e+11,,,32.0,0.0
749,4.10248310032e+11,,,33.0,1.0
750,4.10248310039e+11,,,55.0,2.0
751,4.10248310043e+11,,,33.0,1.0
752,4.10248310044e+11,,,33.0,1.0
753,4.10248310046e+11,,,32.0,0.0
754,4.10248407008e+11,,,90.0,1.0
755,4.10248407009e+11,,,49.0,3.0
756,4.10248407015e+11,,,70.0,5.0
757,4.10248407016e+11,,,32.0,0.0
758,4.10248407019e+11,4015.0,,33.0,1.0
759,4.10248407021e+11,,,63.0,1.0
760,4.10248407026e+11,,,,
761,4.10248407027e+11,,,32.0,0.0
762,4.10248407031e+11,,,33.0,1.0
763,4.10248407032e+11,65.0,,27.0,0.0
764,4.10248801002e+11,,,55.0,5.0
765,4.10248801005e+11,,,48.0,0.0
766,4.10248801006e+11,,,33.0,1.0
767,4.10248801007e+11,,,34.0,1.0
768,4.10248801008e+11,,,34.0,1.0
769,4.10248801009e+11,,,48.0,0.0
770,4.10248801016e+11,,,34.0,1.0
771,4.10248801017e+11,,,56.0,1.0
772,4.10248801018e+11,,,85.0,1.0
773,4.10248801019e+11,805.0,,82.0,5.0
774,4.1024880102e+11,,,63.0,1.0
775,4.10248801023e+11,,,90.0,1.0
776,4.10248801025e+11,215.0,,65.0,3.0
777,4.10248801028e+11,,,33.0,1.0
778,4.10248801029e+11,,,32.0,0.0
779,4.10248801035e+11,1415.0,,82.0,5.0
780,4.1024880104e+11,,,,
781,4.10248801041e+11,,,32.0,0.0
782,4.10248801047e+11,,,54.0,2.0
783,4.10248801049e+11,,,,
784,4.10248840001e+11,1715.0,,55.0,5.0
785,4.10248840003e+11,,,33.0,1.0
786,4.10248840005e+11,,,33.0,1.0
787,4.10248840007e+11,,,63.0,1.0
788,4.10248840008e+11,615.0,,48.0,0.0
789,4.1024884001e+11,,,56.0,1.0
790,4.10248840013e+11,,,34.0,1.0
791,4.10248840014e+11,,,55.0,3.0
792,4.10248840022e+11,,,90.0,1.0
793,4.10248840023e+11,,,,
794,4.10248840024e+11,,,70.0,5.0
795,4.10248840025e+11,,,70.0,5.0
796,4.10248840026e+11,95.0,,33.0,1.0
797,4.10248840031e+11,,,,
798,4.10248840034e+11,,,33.0,1.0
799,4.10248840036e+11,,,65.0,3.0
800,4.10248840037e+11,,,,
801,4.10248840041e+11,,,,
802,4.10248840042e+11,,,33.0,1.0
803,4.10248840044e+11,,,82.0,5.0
804,4.10248840047e+11,,,54.0,2.0
805,4.10248840049e+11,,,32.0,0.0
806,4.1024884005e+11,,,32.0,0.0
807,4.10300000002e+11,70.0,,10.0,
808,4.10300000004e+11,350.0,,18.0,
809,4.10300000008e+11,,,23.0,
810,4.10300000013e+11,,,92.0,2.0
811,4.10300000022e+11,,,108.0,2.0
812,4.10300000025e+11,,,101.0,2.0
813,4.10300000028e+11,,,108.0,2.0
814,4.10300000037e+11,,,68.0,4.0
815,4.10308310012e+11,335.0,,33.0,
816,4.10308310014e+11,,,92.0,2.0
817,4.10308310016e+11,,,103.0,2.0
818,4.10308310026e+11,,,,
819,4.10308310029e+11,400.0,,75.0,
820,4.10308310032e+11,250.0,,96.0,
821,4.10308331007e+11,,,72.0,5.0
822,4.1030833101e+11,44.0,,22.0,
823,4.10308331015e+11,432.0,,100.0,
824,4.10308331017e+11,,,92.0,2.0
825,4.10308777001e+11,400.0,,23.0,
826,4.10308777011e+11,123.0,,25.0,
827,4.10308777019e+11,,,103.0,2.0
828,4.10308777021e+11,132.0,,110.0,
829,4.10308777024e+11,100.0,,45.0,
830,4.10308777033e+11,,,103.0,2.0
831,4.10308777036e+11,,,62.0,4.0
832,4.10308801003e+11,472.0,,21.0,
833,4.10308801006e+11,,,,
834,4.10308801009e+11,59.0,,25.0,
835,4.10308801018e+11,,,92.0,2.0
836,4.10308801031e+11,79.0,,25.0,2.0
837,4.10308801034e+11,448.0,,108.0,2.0
838,4.10308856005e+11,,,70.0,5.0
839,4.1030885602e+11,,,92.0,2.0
840,4.10308856023e+11,450.0,,82.0,
841,4.10308856027e+11,,,75.0,2.0
842,4.1030885603e+11,879.0,,80.0,
843,4.10308856035e+11,,,92.0,2.0
844,4.10308856038e+11,,,57.0,4.0
845,4.10310000001e+11,452.0,,74.0,
846,4.10310000028e+11,,,103.0,4.0
847,4.10310000053e+11,,,103.0,6.0
848,4.10318777006e+11,,,74.0,4.0
849,4.1031877701e+11,,,103.0,2.0
850,4.10318777013e+11,532.0,,50.0,
851,4.10318777014e+11,409.0,,130.0,
852,4.10318777016e+11,500.0,,65.0,
853,4.10318777021e+11,659.0,,30.0,
854,4.10318777032e+11,,,160.0,2.0
855,4.10318777033e+11,,,103.0,6.0
856,4.10318777035e+11,,,103.0,6.0
857,4.10318777038e+11,,,82.0,3.0
858,4.10318777042e+11,290.0,,13.0,
859,4.10318777045e+11,,,150.0,
860,4.10318777048e+11,,,82.0,3.0
861,4.10318801002e+11,,,68.0,4.0
862,4.10318801007e+11,110.0,,70.0,
863,4.10318801011e+11,,,103.0,2.0
864,4.10318801022e+11,,,45.0,2.0
865,4.10318801023e+11,,,49.0,2.0
866,4.10318801027e+11,,,,
867,4.10318801029e+11,,,160.0,2.0
868,4.10318801046e+11,,,72.0,5.0
869,4.10318801051e+11,,,103.0,6.0
870,4.10318840004e+11,,,68.0,4.0
871,4.10318840012e+11,,,103.0,2.0
872,4.10318840015e+11,,,72.0,5.0
873,4.10318840017e+11,,,72.0,5.0
874,4.1031884002e+11,,,42.0,2.0
875,4.10318840024e+11,105.0,,25.0,
876,4.10318840034e+11,,,96.0,6.0
877,4.10318840036e+11,176.0,,25.0,
878,4.10318840037e+11,,,,
879,4.10318840041e+11,,,,
880,4.10318840043e+11,535.0,,95.0,
881,4.10318840047e+11,,,72.0,5.0
882,4.10318841008e+11,,,92.0,2.0
883,4.10318841018e+11,440.0,,55.0,
884,4.10318841025e+11,,,42.0,2.0
885,4.1031884103e+11,,,87.0,4.0
886,4.10318841039e+11,,,92.0,2.0
887,4.10318841049e+11,,,82.0,3.0
888,4.10318841052e+11,,,103.0,6.0
889,4.10318856003e+11,435.0,,100.0,
890,4.10318856005e+11,,,,
891,4.10318856009e+11,,,,
892,4.10318856019e+11,,,49.0,2.0
893,4.10318856026e+11,707.0,,35.0,
894,4.10318856031e+11,750.0,,188.0,2.0
895,4.1031885604e+11,308.0,,35.0,
896,4.10318856044e+11,300.0,,325.0,
897,4.1031885605e+11,,,103.0,6.0
898,4.10318856054e+11,,,103.0,6.0
899,4.10320000004e+11,,,121.0,2.0
900,4.1032000001e+11,,,108.0,2.0
901,4.10320000032e+11,,,45.0,2.0
902,4.10320000033e+11,66.0,,6.0,4.0
903,4.10320000042e+11,,,188.0,2.0
904,4.10320000049e+11,,,108.0,2.0
905,4.10328310001e+11,702.0,,300.0,
906,4.10328310009e+11,,,75.0,2.0
907,4.10328310013e+11,573.0,,185.0,
908,4.1032831002e+11,350.0,,125.0,
909,4.10328310023e+11,,,,
910,4.10328310024e+11,313.0,,175.0,
911,4.10328310029e+11,44.0,,28.0,
912,4.10328310031e+11,200.0,,45.0,
913,4.10328310034e+11,,,43.0,4.0
914,4.10328310037e+11,,,82.0,3.0
915,4.10328310046e+11,373.0,,94.0,
916,4.10328310048e+11,,,,
917,4.10328310051e+11,620.0,,113.0,6.0
918,4.10328777002e+11,35.0,,100.0,
919,4.10328777014e+11,400.0,,63.0,
920,4.10328777017e+11,,,92.0,2.0
921,4.10328777018e+11,410.0,,94.0,
922,4.10328777021e+11,312.0,,100.0,
923,4.10328777025e+11,548.0,,228.0,
924,4.10328777035e+11,115.0,,35.0,
925,4.10328777036e+11,,,82.0,3.0
926,4.10328777039e+11,1010.0,,75.0,
927,4.10328777043e+11,,,87.0,4.0
928,4.10328777047e+11,610.0,,108.0,2.0
929,4.1032877705e+11,,,86.0,2.0
930,4.10328777052e+11,140.0,,150.0,
931,4.10328801005e+11,,,103.0,2.0
932,4.10328801008e+11,,,103.0,2.0
933,4.10328801011e+11,,,103.0,2.0
934,4.10328801012e+11,,,103.0,2.0
935,4.10328801015e+11,,,75.0,2.0
936,4.10328801016e+11,,,,
937,4.10328801019e+11,434.0,,215.0,
938,4.10328801028e+11,88.0,,43.0,
939,4.1032880103e+11,107.0,,50.0,
940,4.10328801038e+11,1900.0,,90.0,
941,4.10328801041e+11,650.0,,50.0,
942,4.10328841003e+11,790.0,,240.0,
943,4.10328841006e+11,,,103.0,2.0
944,4.10328841007e+11,,,,
945,4.10328841022e+11,850.0,,250.0,
946,4.10328841026e+11,406.0,,188.0,2.0
947,4.10328841027e+11,,,,
948,4.1032884104e+11,300.0,,75.0,
949,4.10328841044e+11,,,87.0,4.0
950,4.10328841045e+11,650.0,,190.0,
951,4.10328841053e+11,185.0,,121.0,6.0
952,4.10330000002e+11,,,92.0,2.0
953,4.10330000004e+11,,,161.0,6.0
954,4.10330000008e+11,,,45.0,2.0
955,4.10330000009e+11,250.0,,15.0,
956,4.10330000017e+11,,,57.0,4.0
957,4.10330000038e+11,,,160.0,2.0
958,4.10330000041e+11,,,103.0,4.0
959,4.10330000044e+11,,,160.0,2.0
960,4.10330000052e+11,,,99.0,1.0
961,4.10338310003e+11,,,103.0,2.0
962,4.10338310006e+11,,,,
963,4.10338310015e+11,,,160.0,2.0
964,4.1033831002e+11,,,91.0,6.0
965,4.10338310023e+11,857.0,,103.0,4.0
966,4.10338310028e+11,,,160.0,2.0
967,4.10338310047e+11,450.0,,38.0,
968,4.10338310053e+11,,,99.0,1.0
969,4.10338331005e+11,,,45.0,2.0
970,4.1033833101e+11,,,45.0,2.0
971,4.10338331014e+11,1704.0,,150.0,
972,4.10338331022e+11,,,160.0,2.0
973,4.10338331026e+11,,,87.0,4.0
974,4.1033833103e+11,,,160.0,2.0
975,4.10338331033e+11,1059.0,,113.0,
976,4.10338331036e+11,,,160.0,2.0
977,4.1033833104e+11,,,,
978,4.10338331045e+11,,,,
979,4.10338777007e+11,500.0,,38.0,
980,4.10338777011e+11,,,92.0,2.0
981,4.10338777016e+11,,,160.0,2.0
982,4.10338777018e+11,,,96.0,6.0
983,4.10338777027e+11,,,87.0,4.0
984,4.10338777031e+11,460.0,,100.0,
985,4.10338777035e+11,,,87.0,4.0
986,4.10338777039e+11,,,160.0,2.0
987,4.10338777042e+11,,,160.0,2.0
988,4.10338777046e+11,275.0,,63.0,
989,4.10338801012e+11,176.0,,200.0,
990,4.10338801019e+11,,,96.0,6.0
991,4.10338801024e+11,,,160.0,2.0
992,4.10338801029e+11,,,160.0,2.0
993,4.10338801032e+11,,,143.0,2.0
994,4.10338801049e+11,,,,
995,4.10338801051e+11,,,92.0,2.0
996,4.10338841001e+11,,,103.0,2.0
997,4.10338841013e+11,,,92.0,2.0
998,4.10338841021e+11,,,96.0,6.0
999,4.10338841025e+11,,,87.0,4.0
1000,4.10338841034e+11,,,160.0,2.0
1001,4.10338841037e+11,840.0,,125.0,
1002,4.10338841043e+11,,,,
1003,4.10338841048e+11,595.0,,90.0,
1004,4.1033884122e+11,,,,
1005,4.1050000001e+11,0.0,,40.0,
1006,4.10500000011e+11,,,53.0,2.0
1007,4.10500000016e+11,,,53.0,2.0
1008,4.10508625004e+11,200.0,,55.0,
1009,4.10508625009e+11,,,80.0,3.0
1010,4.10508625014e+11,,,53.0,2.0
1011,4.10508625017e+11,,,53.0,2.0
1012,4.10508625023e+11,,,62.0,1.0
1013,4.10508625025e+11,910.0,,106.0,
1014,4.10508625031e+11,300.0,,92.0,6.0
1015,4.10508798002e+11,500.0,,63.0,
1016,4.10508798007e+11,700.0,,63.0,
1017,4.10508798018e+11,,,58.0,2.0
1018,4.10508798021e+11,,,62.0,1.0
1019,4.10508798027e+11,,,60.0,1.0
1020,4.10508798032e+11,,,37.0,3.0
1021,4.10508831006e+11,919.0,,57.0,
1022,4.10508831013e+11,,,58.0,2.0
1023,4.1050883102e+11,,,62.0,1.0
1024,4.10508831026e+11,900.0,,70.0,
1025,4.10508831033e+11,246.0,,82.0,
1026,4.10508832003e+11,135.0,,71.0,1.0
1027,4.10508832012e+11,,,58.0,2.0
1028,4.10508832015e+11,,,53.0,2.0
1029,4.10508832019e+11,50.0,,35.0,
1030,4.10508832024e+11,,,60.0,1.0
1031,4.10508832028e+11,,,62.0,1.0
1032,4.1050883203e+11,250.0,,50.0,
1033,4.10508878001e+11,,,,
1034,4.10508878005e+11,500.0,,45.0,
1035,4.10508878008e+11,,,267.0,6.0
1036,4.10508878022e+11,,,62.0,1.0
1037,4.10508878029e+11,418.0,,102.0,
1038,4.10510000009e+11,,,46.0,1.0
1039,4.10510000011e+11,341.0,,57.0,
1040,4.10510000024e+11,,,56.0,1.0
1041,4.10518625004e+11,,,92.0,6.0
1042,4.10518625006e+11,,,,
1043,4.10518625012e+11,,,46.0,1.0
1044,4.10518625017e+11,,,88.0,3.0
1045,4.10518625023e+11,350.0,,58.0,
1046,4.10518625029e+11,223.0,,50.0,
1047,4.10518798003e+11,,,69.0,1.0
1048,4.1051879801e+11,,,46.0,1.0
1049,4.10518798015e+11,500.0,,150.0,
1050,4.10518798022e+11,,,66.0,1.0
1051,4.10518798025e+11,200.0,,60.0,
1052,4.10518798031e+11,,,69.0,1.0
1053,4.10518831005e+11,,,82.0,1.0
1054,4.10518831016e+11,,,,
1055,4.10518831019e+11,,,88.0,3.0
1056,4.10518831021e+11,,,66.0,1.0
1057,4.10518831028e+11,440.0,,113.0,
1058,4.10518832002e+11,,,57.0,1.0
1059,4.10518832008e+11,,,54.0,1.0
1060,4.10518832014e+11,,,88.0,3.0
1061,4.1051883202e+11,480.0,,40.0,
1062,4.10518832027e+11,,,82.0,1.0
1063,4.10518878001e+11,,,47.0,5.0
1064,4.10518878007e+11,660.0,,125.0,
1065,4.10518878013e+11,,,80.0,3.0
1066,4.10518878018e+11,,,88.0,3.0
1067,4.10518878026e+11,294.0,,34.0,
1068,4.1051887803e+11,,,57.0,1.0
1069,4.10520000025e+11,0.0,,100.0,
1070,4.10528625008e+11,,,62.0,1.0
1071,4.10528625011e+11,,,82.0,1.0
1072,4.10528625016e+11,,,82.0,1.0
1073,4.10528625019e+11,500.0,,79.0,
1074,4.10528625024e+11,500.0,,164.0,
1075,4.10528798001e+11,,,68.0,3.0
1076,4.10528798007e+11,,,77.0,1.0
1077,4.10528798013e+11,660.0,,90.0,
1078,4.1052879802e+11,,,71.0,1.0
1079,4.10528831003e+11,157.0,,25.0,
1080,4.10528831009e+11,,,79.0,1.0
1081,4.10528831014e+11,150.0,,160.0,
1082,4.10528831018e+11,660.0,,105.0,
1083,4.10528831023e+11,520.0,,100.0,
1084,4.10528832002e+11,264.0,,36.0,
1085,4.10528832006e+11,,,79.0,1.0
1086,4.1052883201e+11,,,77.0,1.0
1087,4.10528832015e+11,,,47.0,5.0
1088,4.10528832021e+11,399.0,,132.0,
1089,4.10528832026e+11,250.0,,70.0,
1090,4.10528878004e+11,,,,
1091,4.10528878005e+11,,,77.0,1.0
1092,4.10528878012e+11,,,123.0,3.0
1093,4.10528878017e+11,251.0,,42.0,
1094,4.10528878022e+11,18.0,,100.0,
1095,4.10538798002e+11,,,128.0,5.0
1096,4.10538798003e+11,,,113.0,6.0
1097,4.10538798004e+11,,,55.0,1.0
1098,4.10538798005e+11,,,373.0,5.0
1099,4.10538798006e+11,,,113.0,6.0
1100,4.10538798007e+11,,,121.0,6.0
1101,4.10538798008e+11,,,113.0,6.0
1102,4.10538798009e+11,,,54.0,1.0
1103,4.1053879801e+11,,,121.0,6.0
1104,4.10538798011e+11,,,54.0,1.0
1105,4.10538798012e+11,,,55.0,1.0
1106,4.10538798013e+11,,,55.0,1.0
1107,4.10538832001e+11,,,123.0,3.0
1108,4.10538832002e+11,,,135.0,5.0
1109,4.10538832003e+11,,,121.0,6.0
1110,4.10538832004e+11,,,54.0,1.0
1111,4.10538832005e+11,,,113.0,6.0
1112,4.10538832006e+11,,,55.0,1.0
1113,4.10538832007e+11,,,113.0,6.0
1114,4.10538832008e+11,,,55.0,1.0
1115,4.10538832009e+11,,,54.0,1.0
1116,4.1053883201e+11,,,55.0,1.0
1117,4.10538832011e+11,,,113.0,6.0
1118,4.10538832012e+11,,,55.0,1.0
1119,4.10538878002e+11,,,57.0,1.0
1120,4.10538878003e+11,,,121.0,6.0
1121,4.10538878004e+11,,,121.0,6.0
1122,4.10538878005e+11,,,55.0,1.0
1123,4.10538878006e+11,,,55.0,1.0
1124,4.10538878007e+11,,,121.0,6.0
1125,4.10538878008e+11,,,113.0,6.0
1126,4.10538878009e+11,,,113.0,6.0
1127,4.1053887801e+11,,,113.0,6.0
1128,4.10538878011e+11,,,121.0,6.0
1129,4.10538878012e+11,,,121.0,6.0
1130,4.10600000202e+11,,,73.0,1.0
1131,4.10600000302e+11,,,73.0,1.0
1132,4.10600000311e+11,,,51.0,0.0
1133,4.10600000312e+11,,,69.0,7.0
1134,4.10600000502e+11,,,67.0,0.0
1135,4.10608463201e+11,,,67.0,0.0
1136,4.10608463203e+11,,,67.0,0.0
1137,4.10608463204e+11,,,62.0,3.0
1138,4.10608463205e+11,,,57.0,3.0
1139,4.10608463206e+11,,,62.0,3.0
1140,4.10608463207e+11,20.0,,50.0,5.0
1141,4.10608463208e+11,,,51.0,0.0
1142,4.10608463209e+11,,,61.0,1.0
1143,4.1060846321e+11,,,69.0,7.0
1144,4.10608463211e+11,,,69.0,7.0
1145,4.10608463212e+11,,,69.0,7.0
1146,4.10608463213e+11,,,69.0,7.0
1147,4.10608463214e+11,,,66.0,5.0
1148,4.10608463215e+11,,,66.0,5.0
1149,4.10608463216e+11,235.0,,82.0,5.0
1150,4.10608654501e+11,,,67.0,0.0
1151,4.10608654503e+11,1015.0,,73.0,1.0
1152,4.10608654504e+11,,,57.0,3.0
1153,4.10608654505e+11,,,62.0,3.0
1154,4.10608654506e+11,,,50.0,5.0
1155,4.10608654507e+11,,,61.0,1.0
1156,4.10608654508e+11,,,51.0,0.0
1157,4.10608654509e+11,,,69.0,7.0
1158,4.1060865451e+11,,,66.0,5.0
1159,4.10608654511e+11,,,74.0,5.0
1160,4.10608654512e+11,,,66.0,5.0
1161,4.10608654513e+11,,,66.0,5.0
1162,4.10608654514e+11,,,66.0,5.0
1163,4.10608654515e+11,,,74.0,5.0
1164,4.10608827901e+11,,,67.0,0.0
1165,4.10608827902e+11,,,67.0,0.0
1166,4.10608827903e+11,,,62.0,3.0
1167,4.10608827904e+11,,,57.0,3.0
1168,4.10608827905e+11,,,62.0,3.0
1169,4.10608827906e+11,,,57.0,3.0
1170,4.10608827907e+11,,,50.0,5.0
1171,4.10608827908e+11,215.0,,50.0,5.0
1172,4.10608827909e+11,,,69.0,7.0
1173,4.1060882791e+11,,,69.0,7.0
1174,4.10608827911e+11,,,66.0,5.0
1175,4.10608827912e+11,,,69.0,7.0
1176,4.10608827913e+11,,,69.0,7.0
1177,4.10608827914e+11,,,69.0,7.0
1178,4.10608827915e+11,,,69.0,7.0
1179,4.10608827916e+11,,,69.0,7.0
1180,4.10608827917e+11,,,74.0,5.0
1181,4.10608827918e+11,,,74.0,5.0
1182,4.10608827919e+11,,,66.0,5.0
1183,4.1060882792e+11,,,69.0,7.0
1184,4.10608869301e+11,,,,
1185,4.10608869303e+11,,,62.0,3.0
1186,4.10608869304e+11,,,57.0,3.0
1187,4.10608869305e+11,,,62.0,3.0
1188,4.10608869306e+11,,,57.0,3.0
1189,4.10608869307e+11,115.0,,61.0,1.0
1190,4.10608869308e+11,,,61.0,1.0
1191,4.10608869309e+11,,,69.0,7.0
1192,4.1060886931e+11,,,69.0,7.0
1193,4.10608869313e+11,,,74.0,5.0
1194,4.10608869314e+11,,,69.0,7.0
1195,4.10608869315e+11,,,74.0,5.0
1196,4.10608869316e+11,,,69.0,7.0
1197,4.10608869317e+11,,,74.0,5.0
1198,4.10608869318e+11,,,74.0,5.0
1199,4.10608869319e+11,,,69.0,7.0
1200,4.10610000916e+11,,,63.0,1.0
1201,4.10618654501e+11,,,57.0,5.0
1202,4.10618654502e+11,,,52.0,5.0
1203,4.10618654503e+11,,,65.0,3.0
1204,4.10618654504e+11,,,50.0,5.0
1205,4.10618654505e+11,,,65.0,3.0
1206,4.10618654506e+11,,,55.0,5.0
1207,4.10618654507e+11,,,55.0,5.0
1208,4.10618654508e+11,,,50.0,5.0
1209,4.10618654509e+11,,,74.0,5.0
1210,4.1061865451e+11,,,66.0,5.0
1211,4.10618654511e+11,,,74.0,5.0
1212,4.10618654512e+11,565.0,,74.0,5.0
1213,4.10618654513e+11,,,74.0,5.0
1214,4.10618654514e+11,,,85.0,1.0
1215,4.10618827901e+11,,,52.0,5.0
1216,4.10618827902e+11,,,57.0,5.0
1217,4.10618827903e+11,,,52.0,5.0
1218,4.10618827904e+11,,,,
1219,4.10618827905e+11,,,65.0,3.0
1220,4.10618827906e+11,,,65.0,3.0
1221,4.10618827907e+11,,,50.0,5.0
1222,4.10618827908e+11,,,66.0,5.0
1223,4.10618827909e+11,,,66.0,5.0
1224,4.1061882791e+11,,,66.0,5.0
1225,4.10618827911e+11,,,74.0,5.0
1226,4.10618827912e+11,,,57.0,3.0
1227,4.10618827913e+11,,,63.0,1.0
1228,4.10618827914e+11,,,50.0,4.0
1229,4.10618827915e+11,,,57.0,3.0
1230,4.10618847101e+11,,,52.0,5.0
1231,4.10618847102e+11,,,57.0,5.0
1232,4.10618847103e+11,,,52.0,5.0
1233,4.10618847104e+11,,,65.0,3.0
1234,4.10618847105e+11,,,65.0,3.0
1235,4.10618847106e+11,,,50.0,5.0
1236,4.10618847107e+11,,,55.0,5.0
1237,4.10618847108e+11,,,55.0,5.0
1238,4.10618847109e+11,,,66.0,5.0
1239,4.1061884711e+11,,,66.0,5.0
1240,4.10618847111e+11,,,66.0,5.0
1241,4.10618847112e+11,,,74.0,5.0
1242,4.10618847113e+11,,,66.0,5.0
1243,4.10618847114e+11,,,63.0,1.0
1244,4.10618847115e+11,,,85.0,1.0
1245,4.10618869301e+11,,,52.0,5.0
1246,4.10618869302e+11,,,57.0,5.0
1247,4.10618869303e+11,90.0,,52.0,5.0
1248,4.10618869304e+11,,,50.0,5.0
1249,4.10618869305e+11,,,50.0,5.0
1250,4.10618869306e+11,,,50.0,5.0
1251,4.10618869307e+11,,,55.0,5.0
1252,4.10618869308e+11,,,74.0,5.0
1253,4.10618869309e+11,,,66.0,5.0
1254,4.1061886931e+11,,,66.0,5.0
1255,4.10618869311e+11,,,66.0,5.0
1256,4.10618869313e+11,,,57.0,3.0
1257,4.10618869314e+11,,,50.0,4.0
1258,4.10618869322e+11,,,74.0,5.0
1259,4.10620000101e+11,,,50.0,
1260,4.1062000011e+11,100.0,,51.0,0.0
1261,4.10620000112e+11,,,49.0,3.0
1262,4.10620000113e+11,,,49.0,3.0
1263,4.10620000114e+11,,,52.0,3.0
1264,4.10620000301e+11,,,67.0,0.0
1265,4.10620000308e+11,200.0,,30.0,
1266,4.10620000309e+11,,,51.0,0.0
1267,4.1062000031e+11,,,49.0,3.0
1268,4.10620000502e+11,,,67.0,0.0
1269,4.10620000509e+11,,,61.0,1.0
