,SERIAL,AGE,AM_PM_NIGHT,ANYUNDER16,APORTLATDEG,APORTLATMIN,APORTLATSEC,APORTLATNS,APORTLONDEG,APORTLONMIN,APORTLONSEC,APORTLONEW,ARRIVEDEPART,BABYFARE,BEFAF,CHANGECODE,CHILDFARE,COUNTRYVISIT,CPORTLATDEG,CPORTLATMIN,CPORTLATSEC,CPORTLATNS,CPORTLONDEG,CPORTLONMIN,CPORTLONSEC,CPORTLONEW,INTDATE,DAYTYPE,DIRECTLEG,DVEXPEND,DVFARE,DVLINECODE,DVPACKAGE,DVPACKCOST,DVPERSONS,DVPORTCODE,EXPENDCODE,EXPENDITURE,FARE,FAREK,FLOW,HAULKEY,INTENDLOS,KIDAGE,LOSKEY,MAINCONTRA,MIGSI,INTMONTH,NATIONALITY,NATIONNAME,NIGHTS1,NIGHTS2,NIGHTS3,NIGHTS4,NIGHTS5,NIGHTS6,NIGHTS7,NIGHTS8,NUMADULTS,NUMDAYS,NUMNIGHTS,NUMPEOPLE,PACKAGEHOL,PACKAGEHOLUK,PERSONS,PORTROUTE,PACKAGE,PROUTELATDEG,PROUTELATMIN,PROUTELATSEC,PROUTELATNS,PROUTELONDEG,PROUTELONMIN,PROUTELONSEC,PROUTELONEW,PURPOSE,QUARTER,RESIDENCE,RESPNSE,SEX,SHIFTNO,SHUTTLE,SINGLERETURN,TANDTSI,TICKETCOST,TOWNCODE1,TOWNCODE2,TOWNCODE3,TOWNCODE4,TOWNCODE5,TOWNCODE6,TOWNCODE7,TOWNCODE8,TRANSFER,UKFOREIGN,VEHICLE,VISITBEGAN,WELSHNIGHTS,WELSHTOWN,AM_PM_NIGHT_PV,APD_PV,ARRIVEDEPART_PV,CROSSINGS_FLAG_PV,STAYIMPCTRYLEVEL1_PV,STAYIMPCTRYLEVEL2_PV,STAYIMPCTRYLEVEL3_PV,STAYIMPCTRYLEVEL4_PV,DAY_PV,DISCNT_F1_PV,DISCNT_F2_PV,DISCNT_PACKAGE_COST_PV,DUR1_PV,DUR2_PV,DUTY_FREE_PV,FAGE_PV,FARES_IMP_ELIGIBLE_PV,FARES_IMP_FLAG_PV,FLOW_PV,FOOT_OR_VEHICLE_PV,HAUL_PV,IMBAL_CTRY_FACT_PV,IMBAL_CTRY_GRP_PV,IMBAL_ELIGIBLE_PV,IMBAL_PORT_FACT_PV,IMBAL_PORT_GRP_PV,IMBAL_PORT_SUBGRP_PV,LOS_PV,LOSDAYS_PV,MIG_FLAG_PV,MINS_CTRY_GRP_PV,MINS_CTRY_PORT_GRP_PV,MINS_FLAG_PV,MINS_NAT_GRP_PV,MINS_PORT_GRP_PV,MINS_QUALITY_PV,NR_FLAG_PV,NR_PORT_GRP_PV,OPERA_PV,OSPORT1_PV,OSPORT2_PV,OSPORT3_PV,OSPORT4_PV,PUR1_PV,PUR2_PV,PUR3_PV,PURPOSE_PV,QMFARE_PV,RAIL_CNTRY_GRP_PV,RAIL_EXERCISE_PV,RAIL_IMP_ELIGIBLE_PV,REG_IMP_ELIGIBLE_PV,SAMP_PORT_GRP_PV,SHIFT_FLAG_PV,SHIFT_PORT_GRP_PV,SPEND_IMP_FLAG_PV,SPEND_IMP_ELIGIBLE_PV,STAY_IMP_ELIGIBLE_PV,STAY_IMP_FLAG_PV,STAY_PURPOSE_GRP_PV,TOWNCODE_PV,TOWN_IMP_ELIGIBLE_PV,TYPE_PV,UK_OS_PV,UKPORT1_PV,UKPORT2_PV,UKPORT3_PV,UKPORT4_PV,UNSAMP_PORT_GRP_PV,UNSAMP_REGION_GRP_PV,WEEKDAY_END_PV,DIRECT,EXPENDITURE_WT,EXPENDITURE_WTK,FAREKEY,OVLEG,SPEND,SPEND1,SPEND2,SPEND3,SPEND4,SPEND5,SPEND6,SPEND7,SPEND8,SPEND9,SPENDIMPREASON,SPENDK,STAY,STAYK,STAY1K,STAY2K,STAY3K,STAY4K,STAY5K,STAY6K,STAY7K,STAY8K,STAY9K,STAYTLY,STAY_WT,STAY_WTK,TYPEINTERVIEW,UKLEG,VISIT_WT,VISIT_WTK,SHIFT_WT,NON_RESPONSE_WT,MINS_WT,TRAFFIC_WT,UNSAMP_TRAFFIC_WT,IMBAL_WT,FINAL_WT
0,11020001.0,2.0,2.0,,50.0,2.0,0.0,N,8.0,34.0,,E,2.0,0.25,60.0,,1.0,,,,,,,,,,03012017,1.0,,600.0,,27608.0,,,1.0,276071.0,,600.0,,,1.0,2.0,,,,1.0,20.0,,276.0,Germany,2.0,,,,,,,,,3.0,2.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,15.0,1.0,276.0,1.0,1.0,1020.0,,,50.0,,70700.0,,,,,,,,0.0,2.0,,01012017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11020002.0,,2.0,,40.0,58.0,26.0,N,28.0,49.0,,E,2.0,0.25,,450019.0,0.8,450.0,12.0,15.0,0.0,S,49.0,15.0,,E,03012017,1.0,,,,79201.0,,,,792051.0,,,,,2.0,2.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1020.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11020003.0,2.0,2.0,,37.0,53.0,45.0,N,23.0,43.0,,E,2.0,0.25,1500.0,,1.0,,,,,,,,,,03012017,1.0,,2500.0,,30099.0,,,4.0,300011.0,£,2500.0,,,1.0,2.0,,,,1.0,20.0,,300.0,GCE /Greece/Crete/Rhodes,5.0,,,,,,,,,6.0,5.0,,3.0,,4.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,300.0,1.0,2.0,1020.0,,,50.0,,70700.0,,,,,,,,0.0,2.0,,29122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11020004.0,5.0,2.0,,50.0,52.0,0.0,N,7.0,9.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,0.0,,27611.0,,,1.0,276101.0,0,0.0,,,1.0,2.0,,,,1.0,20.0,,926.0,UK  / United Kingdom Q1,12.0,,,,,,,,,13.0,12.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,276.0,1.0,1.0,1020.0,,,50.0,,2804.0,,,,,,,,0.0,2.0,,22122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11020005.0,4.0,2.0,,51.0,50.0,0.0,N,8.0,29.0,,W,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,0.0,,37201.0,,,2.0,372041.0,0,0.0,,,1.0,2.0,,,,1.0,20.0,,372.0,IRL  / Ireland,,,,,,,,,,1.0,0.0,,,,2.0,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,71.0,1.0,372.0,1.0,1.0,1020.0,,,50.0,,,,,,,,,,0.0,2.0,,03012017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11020006.0,8.0,2.0,,1.0,22.0,0.0,N,103.0,59.0,,E,2.0,0.1,0.0,36051.0,0.8,,31.0,56.0,0.0,S,115.0,58.0,,E,03012017,1.0,,20000.0,,70202.0,,,2.0,702011.0,£,20000.0,,,1.0,1.0,,,,1.0,20.0,,36.0,OZ - Australia/ Tasmania,6.0,9.0,4.0,,,,,,,20.0,19.0,,3.0,,2.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,36.0,1.0,1.0,1020.0,,,50.0,,4601.0,3406.0,70700.0,,,,,,0.0,2.0,,15122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11020007.0,6.0,2.0,,47.0,28.0,0.0,N,8.0,33.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,700.0,,75605.0,,,1.0,756041.0,,700.0,,,1.0,2.0,,,,1.0,20.0,,756.0,Switzerland,6.0,,,,,,,,,7.0,6.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,756.0,1.0,2.0,1020.0,,,50.0,,3002.0,,,,,,,,0.0,2.0,,28122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11020008.0,4.0,2.0,,40.0,58.0,26.0,N,28.0,49.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,4000.0,,79201.0,,,1.0,792051.0,£,4000.0,,,1.0,2.0,,,,1.0,20.0,,792.0,TKY - Turkey,15.0,7.0,12.0,,,,,,,35.0,34.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,792.0,1.0,1.0,1020.0,,,50.0,,3503.0,1802.0,72000.0,,,,,,0.0,2.0,,30112016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11020009.0,,2.0,,38.0,57.0,0.0,N,77.0,27.0,,W,2.0,0.35,,,0.8,840.0,,,,,,,,,03012017,1.0,,,,84027.0,,,,840071.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,840.0,USA/ United States America,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1020.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11020010.0,4.0,2.0,,40.0,58.0,26.0,N,28.0,49.0,,E,2.0,0.25,0.0,300011.0,1.0,,37.0,53.0,45.0,N,23.0,43.0,,E,03012017,1.0,,200.0,,79201.0,,,1.0,792051.0,,200.0,,,1.0,2.0,,,,1.0,20.0,,300.0,GCE /Greece/Crete/Rhodes,15.0,,,,,,,,,16.0,15.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,12.0,1.0,300.0,1.0,1.0,1020.0,,,50.0,,31903.0,,,,,,,,0.0,2.0,,19122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11020011.0,6.0,2.0,,47.0,28.0,0.0,N,8.0,33.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,1300.0,,75605.0,,,2.0,756041.0,,1300.0,,,1.0,2.0,,,,1.0,20.0,,756.0,Switzerland,3.0,,,,,,,,,4.0,3.0,,3.0,,2.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,756.0,1.0,1.0,1020.0,,,50.0,,70700.0,,,,,,,,0.0,2.0,,31122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11020012.0,,2.0,,40.0,5.0,0.0,N,116.0,36.0,,E,2.0,0.25,,,0.8,156.0,,,,,,,,,03012017,1.0,,,,15601.0,,,,156021.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,156.0,CNA China (excl Taiwan),,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1020.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11020013.0,5.0,2.0,,48.0,41.0,0.0,N,9.0,13.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,400.0,,27611.0,1.0,1267.0,2.0,276011.0,,400.0,,,1.0,2.0,,,,1.0,20.0,,276.0,Germany,4.0,,,,,,,,,5.0,4.0,,1.0,,2.0,121.0,1.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,276.0,1.0,2.0,1020.0,,,50.0,,70700.0,,,,,,,,0.0,2.0,,30122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11020014.0,4.0,2.0,,31.0,8.0,36.0,N,121.0,48.0,,E,2.0,0.25,500.0,,0.8,,,,,,,,,,03012017,1.0,,5000.0,,15601.0,,,2.0,156261.0,?,5000.0,,,1.0,1.0,,,,1.0,20.0,,156.0,CNA China (excl Taiwan),1.0,1.0,4.0,,,,,,,7.0,6.0,,3.0,,2.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,156.0,2.0,2.0,1020.0,,,50.0,,3608.0,2901.0,77777.0,,,,,,999999.0,2.0,,28122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11020015.0,8.0,2.0,,37.0,53.0,45.0,N,23.0,43.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,2000.0,,30099.0,,,2.0,300011.0,£,2000.0,,,1.0,2.0,,,,1.0,20.0,,300.0,GCE /Greece/Crete/Rhodes,13.0,,,,,,,,,14.0,13.0,,3.0,,2.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,300.0,1.0,1.0,1020.0,,,50.0,,71900.0,,,,,,,,0.0,2.0,,21122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11020016.0,5.0,2.0,,37.0,53.0,45.0,N,23.0,43.0,,E,2.0,0.25,999999.0,,1.0,,,,,,,,,,03012017,1.0,,,,30099.0,,,2.0,300011.0,?,999999.0,,,1.0,2.0,,,,1.0,20.0,,901.0,SCY  Southern (Greek) Cyprus,,,,,,,,,,6.0,5.0,,9.0,,2.0,121.0,9.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,901.0,2.0,2.0,1020.0,,,50.0,,99999.0,,,,,,,,999999.0,2.0,,29122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11020017.0,,2.0,,1.0,22.0,0.0,N,103.0,59.0,,E,2.0,0.1,,554021.0,0.8,554.0,37.0,1.0,0.0,S,174.0,47.0,,E,03012017,1.0,,,,70202.0,,,,702011.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1020.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11020018.0,5.0,2.0,,38.0,57.0,0.0,N,77.0,27.0,,W,2.0,0.35,0.0,840363.0,0.8,,39.0,59.0,41.0,N,82.0,53.0,,W,03012017,1.0,,2000.0,,84027.0,,,1.0,840071.0,£,2000.0,,,1.0,1.0,,,,1.0,20.0,,840.0,USA/ United States America,8.0,,,,,,,,,9.0,8.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,840.0,1.0,2.0,1020.0,,,50.0,,70800.0,,,,,,,,0.0,2.0,,26122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11020019.0,,2.0,,47.0,28.0,0.0,N,8.0,33.0,,E,2.0,0.25,,,1.0,756.0,,,,,,,,,03012017,1.0,,,,75605.0,,,,756041.0,,,,,2.0,2.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1020.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11020020.0,8.0,2.0,,26.0,8.0,2.0,S,28.0,14.0,,E,2.0,0.25,999999.0,,0.8,,,,,,,,,,03012017,1.0,,,,71001.0,,,3.0,710031.0,?,999999.0,,,1.0,1.0,,,,1.0,20.0,,710.0,RSA - South Africa,,,,,,,,,,40.0,39.0,,9.0,,3.0,121.0,9.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,710.0,2.0,1.0,1020.0,,,50.0,,99999.0,,,,,,,,999999.0,2.0,,25112016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11020021.0,4.0,2.0,,40.0,58.0,26.0,N,28.0,49.0,,E,2.0,0.25,999999.0,764011.0,0.8,,13.0,55.0,0.0,N,100.0,36.0,,E,03012017,1.0,,,,79201.0,,,2.0,792051.0,?,999999.0,,,1.0,2.0,,,,1.0,20.0,,764.0,Thailand,,,,,,,,,,8.0,7.0,,9.0,,2.0,121.0,9.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,764.0,2.0,1.0,1020.0,,,50.0,,99999.0,,,,,,,,999999.0,2.0,,27122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11020022.0,,2.0,,1.0,22.0,0.0,N,103.0,59.0,,E,2.0,0.25,,598019.0,0.8,598.0,5.0,26.0,0.0,S,154.0,40.0,,E,03012017,1.0,,,,70202.0,,,,702011.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1020.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11020023.0,5.0,2.0,,50.0,2.0,0.0,N,8.0,34.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,1000.0,,27608.0,,,1.0,276071.0,,1000.0,,,1.0,2.0,,,,1.0,20.0,,926.0,UK  / United Kingdom Q1,11.0,,,,,,,,,12.0,11.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,276.0,1.0,1.0,1020.0,,,50.0,,3605.0,,,,,,,,0.0,2.0,,23122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11020024.0,4.0,2.0,,50.0,2.0,0.0,N,8.0,34.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,150.0,,27608.0,,,1.0,276071.0,,150.0,,,1.0,2.0,,,,1.0,20.0,,276.0,Germany,3.0,,,,,,,,,4.0,3.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,276.0,1.0,1.0,1020.0,,,50.0,,70600.0,,,,,,,,0.0,2.0,,31122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11020025.0,7.0,2.0,,26.0,8.0,2.0,S,28.0,14.0,,E,2.0,0.25,0.0,,0.8,,,,,,,,,,03012017,1.0,,3000.0,,71001.0,,,3.0,710031.0,£,3000.0,,,1.0,1.0,,,,1.0,20.0,,710.0,RSA - South Africa,1.0,6.0,,,,,,,,8.0,7.0,,3.0,,3.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,710.0,1.0,1.0,1020.0,,,50.0,,3608.0,72000.0,,,,,,,0.0,2.0,,27122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11020026.0,4.0,2.0,,43.0,10.0,0.0,N,79.0,56.0,,W,2.0,0.35,0.0,124192.0,0.8,,45.0,28.0,0.0,N,73.0,45.0,,W,03012017,1.0,,0.0,,12401.0,,,1.0,124152.0,0,0.0,,,1.0,1.0,,,,1.0,20.0,,124.0,CDA    Canada,,,,,,,,,,1.0,0.0,,,,1.0,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,71.0,1.0,124.0,1.0,2.0,1020.0,,,50.0,,,,,,,,,,0.0,2.0,,03012017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11020027.0,,2.0,,43.0,10.0,0.0,N,79.0,56.0,,W,2.0,0.35,,,0.8,124.0,,,,,,,,,03012017,1.0,,,,12401.0,,,,124152.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1020.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11020028.0,2.0,2.0,,50.0,54.0,0.0,N,4.0,29.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,03012017,1.0,,300.0,,5605.0,,,1.0,56011.0,,300.0,,,1.0,2.0,,,,1.0,20.0,,926.0,UK  / United Kingdom Q1,8.0,,,,,,,,,9.0,8.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,12.0,1.0,528.0,1.0,2.0,1020.0,,,50.0,,4402.0,,,,,,,,0.0,2.0,,26122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11020029.0,6.0,2.0,,26.0,8.0,2.0,S,28.0,14.0,,E,2.0,0.25,0.0,,0.8,,,,,,,,,,03012017,1.0,,3250.0,,71001.0,,,1.0,710031.0,£,3250.0,,,1.0,1.0,,,,1.0,20.0,,710.0,RSA - South Africa,12.0,,,,,,,,,13.0,12.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,710.0,1.0,2.0,1020.0,,,50.0,,2901.0,,,,,,,,0.0,2.0,,22122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11020030.0,5.0,2.0,,46.0,14.0,22.0,N,6.0,6.0,,E,2.0,0.25,90.0,,1.0,,,,,,,,,,03012017,1.0,,210.0,,75605.0,,,5.0,756031.0,,210.0,,,1.0,2.0,,,,1.0,20.0,,554.0,NZ - New Zealand,3.0,3.0,,,,,,,,7.0,6.0,,3.0,,5.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,756.0,1.0,2.0,1020.0,,,50.0,,4400.0,4100.0,,,,,,,0.0,2.0,,28122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11020031.0,,2.0,,40.0,58.0,26.0,N,28.0,49.0,,E,2.0,0.25,,450019.0,0.8,450.0,12.0,15.0,0.0,S,49.0,15.0,,E,03012017,1.0,,,,79201.0,,,,792051.0,,,,,2.0,2.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1020.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
