,SERIAL,SHIFT_WT
6518,11053112,60.0
6519,11053113,60.0
6520,11053114,60.0
6521,11053115,60.0
6522,11053117,60.0
6523,11053118,60.0
3958,11054001,40.0
3959,11054002,40.0
3960,11054003,40.0
3961,11054004,40.0
3962,11054005,40.0
3963,11054006,40.0
3964,11054007,40.0
3965,11054008,40.0
3966,11054009,40.0
3967,11054010,40.0
3968,11054011,40.0
3969,11054012,40.0
3970,11054013,40.0
3971,11054014,40.0
3972,11054015,40.0
3973,11054016,40.0
3974,11054017,40.0
3975,11054018,40.0
3976,11054019,40.0
3977,11054020,40.0
3978,11054021,40.0
3979,11054022,40.0
3980,11054023,40.0
3981,11054024,40.0
3982,11054025,40.0
3983,11054026,40.0
3984,11054027,40.0
3985,11054028,40.0
3986,11054029,40.0
3987,11054030,40.0
3988,11054031,40.0
3989,11054032,40.0
3990,11054033,40.0
3991,11054034,40.0
3992,11054035,40.0
3993,11054036,40.0
3994,11054037,40.0
3995,11054038,40.0
3996,11054039,40.0
3997,11054040,40.0
3998,11054041,40.0
3999,11054042,40.0
4000,11054043,40.0
4001,11054044,40.0
4002,11054045,40.0
4003,11054046,40.0
4004,11054047,40.0
4005,11054048,40.0
4006,11054049,40.0
4007,11054050,40.0
4008,11054051,40.0
4009,11054052,40.0
6524,11055001,60.0
6525,11055002,60.0
6526,11055003,60.0
6527,11055004,60.0
6528,11055005,60.0
6529,11055006,60.0
6530,11055007,60.0
6531,11055008,60.0
6532,11055009,60.0
6533,11055010,60.0
6534,11055011,60.0
6535,11055012,60.0
6536,11055013,60.0
6537,11055014,60.0
6538,11055015,60.0
6539,11055016,60.0
6540,11055017,60.0
6541,11055018,60.0
6542,11055019,60.0
6543,11055020,60.0
6544,11055021,60.0
6545,11055022,60.0
6546,11055023,60.0
6547,11055024,60.0
6548,11055025,60.0
6549,11055026,60.0
6550,11055027,60.0
6551,11055028,60.0
6552,11055029,60.0
6553,11055030,60.0
6554,11055031,60.0
6555,11055032,60.0
6556,11055033,60.0
6557,11055034,60.0
6558,11055035,60.0
6559,11055036,60.0
6560,11055037,60.0
6561,11055038,60.0
6562,11055039,60.0
6563,11055040,60.0
6564,11055041,60.0
6565,11055042,60.0
6566,11055043,60.0
6567,11055044,60.0
6568,11055045,60.0
6569,11055046,60.0
6570,11055047,60.0
6571,11055048,60.0
6572,11055049,60.0
6573,11055050,60.0
6574,11055051,60.0
6575,11055052,60.0
6576,11055053,60.0
6577,11055054,60.0
6578,11055055,60.0
6579,11055056,60.0
6580,11055057,60.0
6581,11055058,60.0
6582,11055059,60.0
6583,11055060,60.0
6584,11055061,60.0
6585,11055062,60.0
6586,11055063,60.0
6587,11055064,60.0
6588,11055065,60.0
6589,11055066,60.0
6590,11055067,60.0
6591,11055068,60.0
6592,11055069,60.0
6593,11055070,60.0
6594,11055071,60.0
6595,11055072,60.0
6596,11055073,60.0
6597,11055074,60.0
6598,11055075,60.0
6599,11055076,60.0
6600,11055077,60.0
6601,11055078,60.0
6602,11055079,60.0
6603,11055080,60.0
6604,11055081,60.0
6605,11055082,60.0
6606,11055083,60.0
6607,11055084,60.0
6608,11055085,60.0
9682,11056001,40.0
9683,11056002,40.0
9684,11056003,40.0
9685,11056004,40.0
9686,11056005,40.0
9687,11056006,40.0
9688,11056007,40.0
9689,11056008,40.0
9690,11056009,40.0
9691,11056010,40.0
9692,11056011,40.0
9693,11056012,40.0
9694,11056013,40.0
9695,11056014,40.0
9696,11056015,40.0
9697,11056016,40.0
9698,11056017,40.0
9699,11056018,40.0
9700,11056019,40.0
9701,11056020,40.0
9702,11056021,40.0
9703,11056022,40.0
9704,11056023,40.0
9705,11056024,40.0
9706,11056025,40.0
9707,11056026,40.0
9708,11056027,40.0
9709,11056028,40.0
9710,11056029,40.0
9711,11056030,40.0
9712,11056031,40.0
9713,11056032,40.0
9714,11056033,40.0
9715,11056034,40.0
9716,11056035,40.0
9717,11056036,40.0
9718,11056037,40.0
9719,11056038,40.0
9720,11056039,40.0
9721,11056040,40.0
9722,11056041,40.0
9723,11056042,40.0
9724,11056043,40.0
9725,11056044,40.0
9726,11056045,40.0
9727,11056046,40.0
9728,11056047,40.0
9729,11056048,40.0
9730,11056049,40.0
9731,11056050,40.0
9732,11056051,40.0
9733,11056052,40.0
9734,11056053,40.0
9735,11056054,40.0
9736,11056055,40.0
9737,11056056,40.0
9738,11056057,40.0
9739,11056058,40.0
9740,11056059,40.0
9741,11056060,40.0
9742,11056061,40.0
9743,11056062,40.0
9744,11056063,40.0
9745,11056064,40.0
9746,11056065,40.0
9747,11056066,40.0
9748,11056067,40.0
9749,11056068,40.0
9750,11056069,40.0
9751,11056070,40.0
9752,11056071,40.0
9753,11056072,40.0
9754,11056073,40.0
9755,11056074,40.0
9756,11056075,40.0
9757,11056076,40.0
9758,11056077,40.0
9759,11056078,40.0
9760,11056079,40.0
9761,11056080,40.0
9762,11056081,40.0
9763,11056082,40.0
9764,11056083,40.0
9765,11056084,40.0
9766,11056085,40.0
9767,11056086,40.0
9768,11056087,40.0
9769,11056088,40.0
9770,11056089,40.0
9771,11056090,40.0
9772,11056091,40.0
9773,11056092,40.0
9774,11056093,40.0
9775,11056094,40.0
9776,11056095,40.0
9777,11056096,40.0
9778,11056097,40.0
9779,11056098,40.0
9780,11056099,40.0
9781,11056100,40.0
9782,11056101,40.0
9783,11056102,40.0
9784,11056103,40.0
9785,11056104,40.0
9786,11057001,40.0
9787,11057002,40.0
9788,11057003,40.0
9789,11057004,40.0
9790,11057005,40.0
9791,11057006,40.0
9792,11057007,40.0
9793,11057008,40.0
9794,11057009,40.0
9795,11057010,40.0
9796,11057011,40.0
9797,11057012,40.0
9798,11057013,40.0
9799,11057014,40.0
9800,11057015,40.0
9801,11057016,40.0
9802,11057017,40.0
9803,11057018,40.0
9804,11057019,40.0
9805,11057020,40.0
9806,11057021,40.0
9807,11057022,40.0
9808,11057023,40.0
9809,11057024,40.0
9810,11057025,40.0
9811,11057026,40.0
9812,11057027,40.0
9813,11057028,40.0
9814,11057029,40.0
9815,11057030,40.0
9816,11057031,40.0
9817,11057032,40.0
9818,11057033,40.0
9819,11057034,40.0
9820,11057035,40.0
9821,11057036,40.0
9822,11057037,40.0
9823,11057038,40.0
9824,11057039,40.0
9825,11057040,40.0
9826,11057041,40.0
9827,11057042,40.0
9828,11057043,40.0
9829,11057044,40.0
9830,11057045,40.0
9831,11057046,40.0
9832,11057047,40.0
9833,11057048,40.0
9834,11057049,40.0
9835,11057050,40.0
9836,11057051,40.0
9837,11057052,40.0
9838,11057053,40.0
9839,11057054,40.0
9840,11057055,40.0
9841,11057056,40.0
9842,11057057,40.0
9843,11057058,40.0
9844,11057059,40.0
9845,11057060,40.0
9846,11057061,40.0
9847,11057062,40.0
9848,11057063,40.0
9849,11057064,40.0
9850,11057065,40.0
9851,11057066,40.0
9852,11057067,40.0
9853,11057068,40.0
9854,11057069,40.0
9855,11057070,40.0
9856,11057071,40.0
9857,11057072,40.0
9858,11057073,40.0
9859,11057074,40.0
9860,11057075,40.0
9861,11057076,40.0
9862,11057077,40.0
9863,11057078,40.0
9864,11057079,40.0
9865,11057080,40.0
9866,11057081,40.0
9867,11057082,40.0
9868,11057083,40.0
9869,11057084,40.0
9870,11057085,40.0
9871,11057086,40.0
9872,11057087,40.0
9873,11057088,40.0
9874,11057089,40.0
9875,11057090,40.0
9876,11057091,40.0
9877,11057092,40.0
9878,11057093,40.0
9879,11057094,40.0
9880,11057095,40.0
9881,11057096,40.0
9882,11057097,40.0
9883,11057098,40.0
6609,11058001,60.0
6610,11058002,60.0
6611,11058003,60.0
6612,11058004,60.0
6613,11058005,60.0
6614,11058006,60.0
6615,11058007,60.0
6616,11058008,60.0
6617,11058009,60.0
6618,11058010,60.0
6619,11058011,60.0
6620,11058012,60.0
6621,11058013,60.0
6622,11058014,60.0
6623,11058015,60.0
6624,11058016,60.0
6625,11058017,60.0
6626,11058018,60.0
6627,11058019,60.0
6628,11058020,60.0
6629,11058021,60.0
6630,11058022,60.0
6631,11058023,60.0
6632,11058024,60.0
6633,11058025,60.0
6634,11058026,60.0
6635,11058027,60.0
6636,11058028,60.0
6637,11058029,60.0
6638,11058030,60.0
6639,11058031,60.0
6640,11058032,60.0
6641,11058033,60.0
6642,11058034,60.0
6643,11058035,60.0
6644,11058036,60.0
6645,11058037,60.0
6646,11058038,60.0
6647,11058039,60.0
6648,11058040,60.0
6649,11058041,60.0
6650,11058042,60.0
6651,11058043,60.0
6652,11058044,60.0
6653,11058045,60.0
6654,11058046,60.0
6655,11058047,60.0
6656,11058048,60.0
6657,11058049,60.0
6658,11058050,60.0
6659,11058051,60.0
6660,11058052,60.0
6661,11058053,60.0
6662,11058054,60.0
6663,11058055,60.0
6664,11058056,60.0
6665,11058057,60.0
6666,11058058,60.0
6667,11058059,60.0
6668,11058060,60.0
6669,11058061,60.0
6670,11058062,60.0
6671,11058063,60.0
6672,11058064,60.0
6673,11058065,60.0
6674,11058066,60.0
6675,11058067,60.0
6676,11058068,60.0
6677,11058069,60.0
6678,11058070,60.0
6679,11058071,60.0
6680,11058072,60.0
6681,11058073,60.0
6682,11058074,60.0
6683,11058075,60.0
6684,11058076,60.0
6685,11058077,60.0
6686,11058078,60.0
6687,11058079,60.0
6688,11058080,60.0
6689,11058081,60.0
6690,11058082,60.0
6691,11058083,60.0
6692,11058084,60.0
6693,11058085,60.0
6694,11058086,60.0
6695,11058087,60.0
6696,11058088,60.0
6697,11058089,60.0
6698,11058090,60.0
6699,11058091,60.0
6700,11058092,60.0
6701,11058093,60.0
6702,11058094,60.0
6703,11058095,60.0
6704,11058096,60.0
6705,11058097,60.0
6706,11058098,60.0
6707,11058099,60.0
6708,11058100,60.0
6709,11058101,60.0
6710,11058102,60.0
6711,11058103,60.0
6712,11058104,60.0
6713,11058105,60.0
6714,11058106,60.0
6715,11058107,60.0
6716,11058108,60.0
6717,11058109,60.0
6718,11058110,60.0
4010,11059001,40.0
4011,11059002,40.0
4012,11059003,40.0
4013,11059004,40.0
4014,11059005,40.0
4015,11059006,40.0
4016,11059007,40.0
4017,11059008,40.0
4018,11059009,40.0
4019,11059010,40.0
4020,11059011,40.0
4021,11059012,40.0
4022,11059013,40.0
4023,11059014,40.0
4024,11059015,40.0
4025,11059016,40.0
4026,11059017,40.0
4027,11059018,40.0
4028,11059019,40.0
4029,11059020,40.0
4030,11059021,40.0
4031,11059022,40.0
4032,11059023,40.0
4033,11059024,40.0
4034,11059025,40.0
4035,11059026,40.0
4036,11059027,40.0
4037,11059028,40.0
4038,11059029,40.0
4039,11059030,40.0
4040,11059031,40.0
4041,11059032,40.0
4042,11059033,40.0
4043,11059034,40.0
4044,11059035,40.0
4045,11059036,40.0
4046,11059037,40.0
4047,11059038,40.0
4048,11059039,40.0
4049,11059040,40.0
4050,11059041,40.0
4051,11059042,40.0
4052,11059043,40.0
4053,11059044,40.0
4054,11059045,40.0
4055,11059046,40.0
4056,11059047,40.0
4057,11059048,40.0
4058,11059049,40.0
4059,11059050,40.0
4060,11059051,40.0
4061,11059052,40.0
4062,11059053,40.0
4063,11059054,40.0
4064,11059055,40.0
4065,11059056,40.0
4066,11059057,40.0
4067,11059058,40.0
4068,11059059,40.0
4069,11059060,40.0
4070,11059061,40.0
4071,11059062,40.0
4072,11059063,40.0
4073,11059064,40.0
6719,11060001,60.0
6720,11060002,60.0
6721,11060003,60.0
6722,11060004,60.0
6723,11060005,60.0
6724,11060006,60.0
6725,11060007,60.0
6726,11060008,60.0
6727,11060009,60.0
6728,11060010,60.0
6729,11060011,60.0
6730,11060012,60.0
6731,11060013,60.0
6732,11060014,60.0
6733,11060015,60.0
6734,11060016,60.0
6735,11060017,60.0
6736,11060018,60.0
6737,11060019,60.0
6738,11060020,60.0
6739,11060021,60.0
6740,11060022,60.0
6741,11060023,60.0
6742,11060024,60.0
6743,11060025,60.0
6744,11060026,60.0
6745,11060027,60.0
6746,11060028,60.0
6747,11060029,60.0
6748,11060030,60.0
6749,11060031,60.0
6750,11060032,60.0
6751,11060033,60.0
6752,11060034,60.0
6753,11060035,60.0
6754,11060036,60.0
6755,11060037,60.0
6756,11060038,60.0
6757,11060039,60.0
6758,11060040,60.0
6759,11060041,60.0
6760,11060042,60.0
6761,11060043,60.0
6762,11060044,60.0
6763,11060045,60.0
6764,11060046,60.0
6765,11060047,60.0
6766,11060048,60.0
6767,11060049,60.0
6768,11060050,60.0
6769,11060051,60.0
6770,11060052,60.0
6771,11060053,60.0
6772,11060054,60.0
6773,11060055,60.0
6774,11060056,60.0
6775,11060057,60.0
6776,11060058,60.0
6777,11060059,60.0
6778,11060060,60.0
6779,11060061,60.0
6780,11060062,60.0
6781,11060063,60.0
6782,11060064,60.0
6783,11060065,60.0
6784,11060066,60.0
6785,11060067,60.0
6786,11060068,60.0
6787,11060069,60.0
6788,11060070,60.0
6789,11060071,60.0
6790,11060072,60.0
6791,11060073,60.0
6792,11060074,60.0
6793,11060075,60.0
6794,11060076,60.0
6795,11060077,60.0
6796,11060078,60.0
6797,11060079,60.0
6798,11060080,60.0
6799,11060081,60.0
6800,11060082,60.0
6801,11060083,60.0
6802,11060084,60.0
6803,11060085,60.0
6804,11060086,60.0
6805,11060087,60.0
6806,11060088,60.0
6807,11060089,60.0
6808,11060090,60.0
6809,11060091,60.0
6810,11060092,60.0
6811,11060093,60.0
6812,11060094,60.0
6813,11060095,60.0
6814,11060096,60.0
11499,11071001,70.0
11500,11071002,70.0
11501,11071003,70.0
11502,11071004,70.0
11503,11071005,70.0
11504,11071006,70.0
11505,11071007,70.0
11506,11071008,70.0
11507,11071009,70.0
11508,11071010,70.0
11509,11071011,70.0
11510,11071012,70.0
11511,11071013,70.0
11512,11071014,70.0
11513,11071015,70.0
11514,11071016,70.0
11515,11071017,70.0
11516,11071018,70.0
11517,11071019,70.0
11518,11071020,70.0
11519,11071021,70.0
11520,11071022,70.0
11521,11071023,70.0
11522,11071024,70.0
11523,11071025,70.0
11524,11071026,70.0
11525,11071027,70.0
11526,11071028,70.0
11527,11071029,70.0
11528,11071030,70.0
11529,11071031,70.0
11530,11071032,70.0
11531,11071033,70.0
11532,11071034,70.0
11533,11071035,70.0
11534,11071036,70.0
11535,11071037,70.0
11536,11071038,70.0
11537,11071039,70.0
11538,11071040,70.0
11539,11071041,70.0
11540,11071042,70.0
11541,11071043,70.0
11542,11071044,70.0
11543,11071045,70.0
11544,11071046,70.0
11545,11071047,70.0
11546,11071048,70.0
11547,11071049,70.0
11548,11071050,70.0
11549,11071051,70.0
11550,11071052,70.0
11551,11071053,70.0
11552,11071054,70.0
11553,11071055,70.0
11554,11071056,70.0
11555,11071057,70.0
11556,11071058,70.0
11557,11071059,70.0
11558,11071060,70.0
11559,11071061,70.0
11560,11071062,70.0
11561,11071063,70.0
11562,11071064,70.0
11563,11071065,70.0
11564,11071066,70.0
11565,11071067,70.0
11566,11071068,70.0
11567,11071069,70.0
11568,11071070,70.0
11569,11071071,70.0
11570,11071072,70.0
11571,11071073,70.0
11572,11071074,70.0
11573,11071075,70.0
11574,11071076,70.0
11575,11071077,70.0
11576,11071078,70.0
11577,11071079,70.0
11578,11071080,70.0
11579,11071081,70.0
11580,11071082,70.0
11581,11071083,70.0
11582,11071084,70.0
11583,11071085,70.0
11584,11071086,70.0
11585,11071087,70.0
11586,11071088,70.0
12495,11072001,80.0
12496,11072002,80.0
12497,11072003,80.0
12498,11072004,80.0
12499,11072005,80.0
12500,11072006,80.0
12501,11072007,80.0
12502,11072008,80.0
12503,11072009,80.0
12504,11072010,80.0
12505,11072011,80.0
12506,11072012,80.0
12507,11072013,80.0
12508,11072014,80.0
12509,11072015,80.0
12510,11072016,80.0
12511,11072017,80.0
12512,11072018,80.0
12513,11072019,80.0
12514,11072020,80.0
12515,11072021,80.0
12516,11072022,80.0
12517,11072023,80.0
12518,11072024,80.0
12519,11072025,80.0
12520,11072026,80.0
12521,11072027,80.0
12522,11072028,80.0
12523,11072029,80.0
12524,11072030,80.0
12525,11072031,80.0
12526,11072032,80.0
12527,11072033,80.0
12528,11072034,80.0
12529,11072035,80.0
12530,11072036,80.0
12531,11072037,80.0
12532,11072038,80.0
12533,11072039,80.0
12534,11072040,80.0
12535,11072041,80.0
12536,11072042,80.0
12537,11072043,80.0
12538,11072044,80.0
12539,11072045,80.0
12540,11072046,80.0
12541,11072047,80.0
12542,11072048,80.0
12543,11072049,80.0
12544,11072050,80.0
12545,11072051,80.0
12546,11072052,80.0
12547,11072053,80.0
12548,11072054,80.0
12549,11072055,80.0
12550,11072056,80.0
12551,11072057,80.0
12552,11072058,80.0
12553,11072059,80.0
12554,11072060,80.0
12555,11072061,80.0
12556,11072062,80.0
12557,11072063,80.0
12558,11072064,80.0
12559,11072065,80.0
12560,11072066,80.0
12561,11072067,80.0
12562,11072068,80.0
12563,11072069,80.0
11587,11073001,70.0
11588,11073002,70.0
11589,11073003,70.0
11590,11073004,70.0
11591,11073005,70.0
11592,11073006,70.0
11593,11073007,70.0
11594,11073008,70.0
11595,11073009,70.0
11596,11073010,70.0
11597,11073011,70.0
11598,11073012,70.0
11599,11073013,70.0
11600,11073014,70.0
11601,11073015,70.0
11602,11073016,70.0
11603,11073017,70.0
11604,11073018,70.0
11605,11073019,70.0
11606,11073020,70.0
11607,11073021,70.0
11608,11073022,70.0
11609,11073023,70.0
11610,11073024,70.0
11611,11073025,70.0
11612,11073026,70.0
11613,11073027,70.0
11614,11073028,70.0
11615,11073029,70.0
11616,11073030,70.0
11617,11073031,70.0
11618,11073032,70.0
11619,11073033,70.0
11620,11073034,70.0
11621,11073035,70.0
11622,11073036,70.0
11623,11073037,70.0
11624,11073038,70.0
11625,11073039,70.0
11626,11073040,70.0
11627,11073041,70.0
11628,11073042,70.0
11629,11073043,70.0
11630,11073044,70.0
11631,11073045,70.0
11632,11073046,70.0
11633,11073047,70.0
11634,11073048,70.0
11635,11073049,70.0
11636,11073050,70.0
11637,11073051,70.0
11638,11073052,70.0
11639,11073053,70.0
11640,11073054,70.0
11641,11073055,70.0
11642,11073056,70.0
11643,11073057,70.0
11644,11074001,70.0
11645,11074002,70.0
11646,11074003,70.0
11647,11074004,70.0
11648,11074005,70.0
11649,11074006,70.0
11650,11074008,70.0
11651,11074009,70.0
11652,11074010,70.0
11653,11074011,70.0
11654,11074012,70.0
11655,11074013,70.0
11656,11074014,70.0
11657,11074015,70.0
11658,11074016,70.0
11659,11074017,70.0
11660,11074018,70.0
11661,11074019,70.0
11662,11074020,70.0
11663,11074021,70.0
11664,11074028,70.0
11665,11074029,70.0
11666,11074030,70.0
11667,11074031,70.0
11668,11074032,70.0
11669,11074033,70.0
11670,11074034,70.0
11671,11074035,70.0
11672,11074036,70.0
11673,11074037,70.0
11674,11074038,70.0
11675,11074039,70.0
11676,11074040,70.0
11677,11074041,70.0
11678,11074042,70.0
11679,11074043,70.0
11680,11074044,70.0
11681,11074045,70.0
11682,11074046,70.0
11683,11074047,70.0
11684,11074048,70.0
11685,11074049,70.0
11686,11074050,70.0
11687,11074051,70.0
11688,11074052,70.0
11689,11074053,70.0
11690,11074054,70.0
11691,11074055,70.0
11692,11074056,70.0
11693,11074057,70.0
11694,11074058,70.0
11695,11074059,70.0
11696,11074060,70.0
11697,11074061,70.0
11698,11074062,70.0
11699,11074063,70.0
11700,11074064,70.0
11701,11074065,70.0
11702,11074066,70.0
11703,11074067,70.0
11704,11074068,70.0
11705,11074069,70.0
11706,11074070,70.0
11707,11074071,70.0
11708,11074072,70.0
11709,11074073,70.0
11710,11074132,70.0
11711,11075001,70.0
11712,11075002,70.0
11713,11075003,70.0
11714,11075004,70.0
11715,11075005,70.0
11716,11075006,70.0
11717,11075007,70.0
11718,11075009,70.0
11719,11075010,70.0
11720,11075011,70.0
11721,11075012,70.0
11722,11075013,70.0
11723,11075014,70.0
11724,11075015,70.0
11725,11075016,70.0
11726,11075017,70.0
11727,11075018,70.0
11728,11075019,70.0
11729,11075020,70.0
11730,11075021,70.0
11731,11075022,70.0
11732,11075023,70.0
11733,11075024,70.0
11734,11075025,70.0
11735,11075026,70.0
11736,11075027,70.0
11737,11075028,70.0
11738,11075029,70.0
11739,11075030,70.0
11740,11075031,70.0
11741,11075032,70.0
11742,11075033,70.0
11743,11075034,70.0
11744,11075035,70.0
11745,11075036,70.0
11746,11075037,70.0
11747,11075038,70.0
11748,11075039,70.0
11749,11075040,70.0
11750,11075041,70.0
11751,11075042,70.0
11752,11075043,70.0
11753,11075044,70.0
11754,11075045,70.0
11755,11075046,70.0
11756,11075047,70.0
11757,11075048,70.0
11758,11075049,70.0
11759,11075050,70.0
11760,11075051,70.0
11761,11075052,70.0
11762,11075053,70.0
11763,11075054,70.0
11764,11075055,70.0
11765,11076001,70.0
11766,11076002,70.0
11767,11076003,70.0
11768,11076004,70.0
11769,11076005,70.0
11770,11076006,70.0
11771,11076007,70.0
11772,11076008,70.0
11773,11076009,70.0
11774,11076010,70.0
11775,11076011,70.0
11776,11076012,70.0
11777,11076013,70.0
11778,11076014,70.0
11779,11076015,70.0
11780,11076016,70.0
11781,11076017,70.0
11782,11076018,70.0
11783,11076019,70.0
11784,11076020,70.0
11785,11076021,70.0
11786,11076022,70.0
11787,11076023,70.0
11788,11076024,70.0
11789,11076025,70.0
11790,11076026,70.0
11791,11076027,70.0
11792,11076028,70.0
11793,11076029,70.0
11794,11076030,70.0
11795,11076031,70.0
11796,11076032,70.0
11797,11076033,70.0
11798,11076034,70.0
11799,11076035,70.0
11800,11076036,70.0
11801,11076037,70.0
11802,11076038,70.0
11803,11076039,70.0
11804,11076040,70.0
11805,11076041,70.0
11806,11076042,70.0
11807,11076043,70.0
11808,11076044,70.0
11809,11076045,70.0
11810,11076046,70.0
11811,11078001,70.0
11812,11078002,70.0
11813,11078003,70.0
11814,11078004,70.0
11815,11078005,70.0
11816,11078006,70.0
11817,11078007,70.0
11818,11078008,70.0
11819,11078009,70.0
11820,11078010,70.0
11821,11078011,70.0
11822,11078012,70.0
11823,11078013,70.0
11824,11078014,70.0
11825,11078015,70.0
11826,11078016,70.0
11827,11078017,70.0
11828,11078018,70.0
11829,11078019,70.0
11830,11078020,70.0
11831,11078021,70.0
11832,11078022,70.0
11833,11078023,70.0
11834,11078024,70.0
11835,11078025,70.0
11836,11078026,70.0
11837,11078027,70.0
11838,11078028,70.0
11839,11078029,70.0
11840,11078030,70.0
11841,11078031,70.0
11842,11078032,70.0
11843,11078033,70.0
11844,11078034,70.0
11845,11078035,70.0
11846,11078036,70.0
11847,11078037,70.0
11848,11078038,70.0
11849,11078039,70.0
11850,11078040,70.0
11851,11078041,70.0
11852,11078042,70.0
11853,11078043,70.0
11854,11078044,70.0
11855,11078045,70.0
11856,11078046,70.0
11857,11078047,70.0
11858,11078048,70.0
11859,11078049,70.0
11860,11078050,70.0
11861,11078051,70.0
11862,11078052,70.0
11863,11078053,70.0
11864,11078054,70.0
11865,11078055,70.0
11866,11078056,70.0
11867,11079001,70.0
11868,11079002,70.0
11869,11079003,70.0
11870,11079004,70.0
11871,11079005,70.0
11872,11079006,70.0
11873,11079007,70.0
11874,11079008,70.0
11875,11079009,70.0
11876,11079010,70.0
11877,11079011,70.0
11878,11079012,70.0
11879,11079013,70.0
11880,11079014,70.0
11881,11079015,70.0
11882,11079016,70.0
11883,11079017,70.0
11884,11079018,70.0
11885,11079019,70.0
11886,11079020,70.0
11887,11079021,70.0
11888,11079022,70.0
11889,11079023,70.0
11890,11079024,70.0
11891,11079025,70.0
11892,11079026,70.0
11893,11079027,70.0
11894,11079028,70.0
11895,11079029,70.0
11896,11079030,70.0
11897,11079031,70.0
11898,11079032,70.0
11899,11079033,70.0
11900,11079034,70.0
11901,11079035,70.0
11902,11079036,70.0
11903,11079037,70.0
11904,11079038,70.0
11905,11079039,70.0
11906,11079040,70.0
11907,11079041,70.0
11908,11079042,70.0
11909,11079043,70.0
11910,11079044,70.0
11911,11079045,70.0
11912,11079046,70.0
11913,11079047,70.0
11914,11079048,70.0
11915,11079049,70.0
11916,11079050,70.0
11917,11079051,70.0
11918,11079052,70.0
11919,11079053,70.0
11920,11079054,70.0
11921,11079055,70.0
11922,11079056,70.0
11923,11079057,70.0
11924,11079058,70.0
11925,11079059,70.0
11926,11079060,70.0
11927,11079061,70.0
11928,11079062,70.0
11929,11079063,70.0
11930,11079064,70.0
11931,11079065,70.0
11932,11079066,70.0
11933,11079067,70.0
11934,11079068,70.0
11935,11079069,70.0
11936,11079070,70.0
11937,11079071,70.0
11938,11079072,70.0
11939,11079073,70.0
11940,11079074,70.0
11941,11079075,70.0
11942,11079076,70.0
11943,11079077,70.0
12795,11090001,110.0
12796,11090002,110.0
12797,11090003,110.0
12798,11090004,110.0
12799,11090005,110.0
12800,11090006,110.0
12801,11090007,110.0
12802,11090008,110.0
12803,11090009,110.0
12804,11090010,110.0
12805,11090011,110.0
12806,11090012,110.0
12807,11090013,110.0
12808,11090014,110.0
12809,11090015,110.0
12810,11090016,110.0
12811,11090017,110.0
12812,11090018,110.0
12813,11090019,110.0
12814,11090020,110.0
12815,11090021,110.0
12816,11090022,110.0
12817,11090023,110.0
12818,11090024,110.0
12819,11090025,110.0
12820,11090026,110.0
12821,11090027,110.0
12822,11090028,110.0
12823,11090029,110.0
12824,11090030,110.0
12825,11090031,110.0
12826,11090032,110.0
12827,11090033,110.0
12828,11090034,110.0
12829,11090035,110.0
12830,11090036,110.0
12831,11090037,110.0
12832,11090038,110.0
12833,11090039,110.0
12834,11090040,110.0
12835,11090041,110.0
12836,11090042,110.0
12837,11090043,110.0
12838,11090044,110.0
12839,11090045,110.0
12840,11090046,110.0
12841,11090047,110.0
12842,11090048,110.0
12843,11090049,110.0
12844,11090050,110.0
12845,11090051,110.0
12846,11090052,110.0
12847,11090053,110.0
12848,11090054,110.0
12849,11090055,110.0
12850,11090056,110.0
12851,11090057,110.0
12852,11090058,110.0
12853,11090059,110.0
12854,11090060,110.0
12855,11090061,110.0
12856,11090062,110.0
12857,11090063,110.0
12858,11090064,110.0
12859,11090065,110.0
12860,11090066,110.0
12861,11090067,110.0
12862,11090068,110.0
13957,11091001,70.0
13958,11091002,70.0
13959,11091003,70.0
13960,11091004,70.0
13961,11091005,70.0
13962,11091006,70.0
13963,11091007,70.0
13964,11091008,70.0
13965,11091009,70.0
13966,11091010,70.0
13967,11091011,70.0
13968,11091012,70.0
13969,11091013,70.0
13970,11091014,70.0
13971,11091015,70.0
13972,11091016,70.0
13973,11091017,70.0
13974,11091018,70.0
13975,11091019,70.0
13976,11091020,70.0
13977,11091021,70.0
13978,11091022,70.0
13979,11091023,70.0
13980,11091024,70.0
13981,11091025,70.0
13982,11091026,70.0
13983,11091027,70.0
13984,11091028,70.0
13985,11091029,70.0
13986,11091030,70.0
13987,11091031,70.0
13988,11091032,70.0
13989,11091033,70.0
13990,11091034,70.0
13991,11091035,70.0
13992,11091036,70.0
13993,11091037,70.0
13994,11091038,70.0
13995,11091039,70.0
13996,11091040,70.0
13997,11091041,70.0
13998,11091042,70.0
13999,11091043,70.0
14000,11091044,70.0
14001,11091045,70.0
14002,11091046,70.0
14003,11091047,70.0
14004,11091048,70.0
14005,11091049,70.0
14006,11091050,70.0
14007,11091051,70.0
14008,11091052,70.0
14009,11091053,70.0
14010,11091054,70.0
14011,11091055,70.0
14012,11091056,70.0
14013,11091057,70.0
14014,11091058,70.0
14015,11091059,70.0
14016,11091060,70.0
14017,11091061,70.0
14018,11091062,70.0
14019,11091063,70.0
14020,11091064,70.0
14021,11091065,70.0
14022,11091066,70.0
14023,11091067,70.0
14024,11091068,70.0
14025,11091069,70.0
14026,11091070,70.0
14027,11091071,70.0
14028,11091072,70.0
14029,11091073,70.0
14030,11091074,70.0
