,run_id,serial,BabyFare,CountryVisit,ChildFare,Shiftno,Portroute,PRouteLatDeg,PRouteLatSec,PRouteLatMin,PRouteLatNS,PRouteLonDeg,PRouteLonMin,PRouteLonSec,PRouteLonEW,DVLineCode,DVPortCode,APortLatDeg,APortLatSec,APortLatMin,APortLatNS,APortLonMin,APortLonDeg,APortLonEW,ArriveDepart,TandTSI,MigSI,AM_PM_Night,IntDate,DayType,Quarter,NationName,Respnse,MainContra,Flow,UKForeign,Residence,Nationality,IntendLOS,LOSKey,HaulKey
0,IPSSeedRun,13021081,0.1,356,0.8,3021,121,51,11,28,N,0,27,8,W,35601,356191,19,0,5,N,52,72,E,2,50,20,1,15032017,1,1,UK  / United Kingdom Q1,1,2,2,1,926,926,1,0,1
